"study","group_1","group_2","combination","condition","RR","DET","maxL","L","ENTR","LAM","TT"
"Study2","7","10","d","TurnTaking",3.45621182405607,78.009761938587,34,3.2935821087357,1.53289598967945,93.7562153715016,5.50531803962461
"Study2","7","5","a","Conversation",4.02807939754608,71.9280984575735,33,3.1835102795815,1.4649047579954,84.4390364949522,3.69938966240702
"Study2","7","5","a","Synchronous",4.13824075710771,72.928364090938,33,3.20902479955249,1.50449001166536,92.2706951713033,5.55202835360412
"Study2","7","5","a","TurnTaking",3.3205180003872,60.1687843932528,28,2.67420899446061,1.09954052007458,82.1915565554464,3.31000233947978
"Study2","7","5","b","Conversation",4.3256132701475,82.9099606762071,36,3.60860359247627,1.71272900184632,91.3937649491223,4.81259072666724
"Study2","7","5","b","Synchronous",4.9151045568434,83.0926268168942,41,3.87116452245604,1.81603492543901,91.8297738738289,5.2231421729778
"Study2","7","5","b","TurnTaking",4.27512703102335,83.2750183558868,42,3.83094312563686,1.7862367160706,94.0990438531365,5.89866550101566
"Study2","7","5","c","Conversation",4.52932936598122,79.7144262003121,44,3.49366229446999,1.65822419602339,92.9280219290944,4.90028786672383
"Study2","7","5","c","Synchronous",3.99760177212135,69.7269317658412,27,3.12321688214721,1.4535433007197,89.6076152040883,4.62597943747452
"Study2","7","5","c","TurnTaking",3.94636148357645,71.0606417440223,35,3.20442841398657,1.48229394430955,90.3089631759264,4.53839798128671
"Study2","7","5","d","Conversation",3.92186364541861,73.6780447671767,38,3.12020450672221,1.4285182488214,90.6624755193475,4.6797221196455
"Study2","7","5","d","Synchronous",5.58047425850638,87.4838559653583,45,4.44847642330985,2.03126705376268,93.4587985381596,5.63645150286169
"Study2","7","5","d","TurnTaking",4.00103883459733,78.559438291382,49,3.51703163017032,1.58900710872969,94.381160671631,5.9257292239956
"Study2","7","6","a","Conversation",4.55645760909517,72.1791605409608,29,3.12529787198587,1.4543024252344,84.4581540522026,3.77888175227731
"Study2","7","6","a","Synchronous",4.11314669382647,68.466536490531,30,3.13924075377277,1.45954996455025,87.3977847318741,5.13218836842501
"Study2","7","6","a","TurnTaking",3.78019003448286,62.4654979658297,45,2.93059545573257,1.29744377483883,80.4149058065474,3.81185680358871
"Study2","7","6","b","Conversation",4.76501365004812,85.7091860580656,42,3.80864772931691,1.80002669683323,92.3062485509353,5.01621935122595
"Study2","7","6","b","Synchronous",4.57183671007186,81.3548335129703,41,3.91070506674533,1.8146433819526,91.1538063219427,5.12227610733915
"Study2","7","6","b","TurnTaking",4.58172703270681,84.9805760214334,50,3.95682004490858,1.84275289092253,94.3400631518515,6.27129554243843
"Study2","7","6","c","Conversation",4.56350709437753,81.1186768932815,33,3.54611120443474,1.69192431501549,94.0177377457385,5.31344061502378
"Study2","7","6","c","Synchronous",4.24303609055888,71.6028616181947,26,3.14910207939508,1.47236538443713,90.5608755129959,4.74577666117994
"Study2","7","6","c","TurnTaking",3.66269861311022,70.5343591855104,29,3.09411097576343,1.43560284844367,90.3507973973869,4.37372239089624
"Study2","7","6","d","Conversation",4.46299055298828,75.1701348505328,37,3.15934537767943,1.47261963910051,91.8347059378242,4.79894462353448
"Study2","7","6","d","Synchronous",4.46735702521541,78.6993676227562,33,3.9108358529211,1.84072081101254,90.5080607490393,5.06684832769305
"Study2","7","6","d","TurnTaking",4.33706429972307,76.5881054329763,45,3.58620950794222,1.65946584651654,94.2945055655964,6.03113685734975
"Study2","7","8","a","Conversation",4.07139339915659,69.1566202788438,31,3.11005869022023,1.43843443980637,80.9904683145758,3.78224314104111
"Study2","7","8","a","Synchronous",3.9734020465252,56.0081205728535,20,2.73870257671889,1.17845803810066,72.1071562548271,3.40276996771842
"Study2","7","8","a","TurnTaking",3.6080037260563,68.7141551801233,36,3.12707084559068,1.42837760956443,89.513871337753,4.12925429352944
"Study2","7","8","b","Conversation",4.07141093518963,64.9146760619191,32,3.0313361089322,1.37477773168899,90.8753779492966,4.74420434870596
"Study2","7","8","b","Synchronous",4.55907047801823,79.614051687995,41,3.57551521014355,1.6943829508587,90.6205405738067,5.11980355086164
"Study2","7","8","b","TurnTaking",4.41667788972781,74.5969038723433,40,3.38739745785631,1.56578973669503,94.5037579954181,6.04111675126904
"Study2","7","8","c","Conversation",4.00352895128911,61.8704090616418,36,2.98069172170757,1.3435450274339,73.1900150238937,3.42611387914949
"Study2","7","8","c","Synchronous",4.14686848536373,69.0955145743561,24,2.98117097556971,1.36287527666853,88.8695306520296,4.35800344234079
"Study2","7","8","c","TurnTaking",3.6881609330853,58.8948216756451,22,2.7023365403495,1.13918120698775,76.9916174953285,3.3515057435579
"Study2","7","8","d","Conversation",4.26402672210859,72.4520682025679,40,3.20635180635181,1.48654330795249,90.835177127629,4.72920948955122
"Study2","7","8","d","Synchronous",3.92323145599578,64.0114605496058,25,3.08088978766431,1.42674991186149,90.4096118431639,4.90727352127711
"Study2","7","8","d","TurnTaking",3.78778313678947,83.7328703703704,38,3.79000859160537,1.77386126424498,94.5921296296296,5.93054104261001
"Study2","7","9","a","Conversation",4.26660451896557,72.4773432522965,32,3.20247348539881,1.48952237547631,84.15568936109,3.81343936826029
"Study2","7","9","a","Synchronous",4.15565403791711,70.879575319228,31,3.05837475646838,1.41089454663845,90.8341702605305,4.62212535698181
"Study2","7","9","a","TurnTaking",3.45117898257339,59.7901476080384,29,2.75819230228306,1.18316571766927,80.978633672925,3.66595358038323
"Study2","7","9","b","Conversation",3.75002805765286,65.7011788802274,23,2.8057352823708,1.23054508885761,89.8909033093754,4.53252693876589
"Study2","7","9","b","Synchronous",3.57389614179215,65.7659602655506,31,2.9422236856547,1.33738797173216,89.1424561954436,4.62477407529975
"Study2","7","9","b","TurnTaking",3.02342252861179,70.747395772916,28,2.97055671910769,1.34099241992817,93.2330696239241,5.57155731170497
"Study2","7","9","c","Conversation",3.88354741322469,64.9401023204989,30,2.84099798506578,1.25368356180842,77.3350612523198,3.14430226367291
"Study2","7","9","c","Synchronous",3.6379552704898,58.9368347987043,23,2.80257638618287,1.22880736386468,77.5412617615302,3.26428571428571
"Study2","7","9","c","TurnTaking",3.33291597574696,60.8651959107865,23,2.74099611411241,1.17388362381867,78.9956908571459,3.1303948959593
"Study2","7","9","d","Conversation",4.08124864972546,74.1684748748577,35,3.21840623485103,1.48710702878827,91.0344383096655,4.68115333627927
"Study2","7","9","d","Synchronous",5.41360136809115,84.1820720215864,55,3.91275086948012,1.82826831679195,92.572713167246,5.42933677831183
"Study2","7","9","d","TurnTaking",3.98266107197069,77.8524346911009,45,3.56183396788945,1.62947335448249,94.5639395367064,5.8115816533622
"Study2","8","10","a","Conversation",3.93585739978508,57.7627381440359,31,2.74997878839301,1.17852272163553,84.3560086257597,3.65993311554001
"Study2","8","10","a","Synchronous",4.39067195272847,75.6418244268712,40,3.41456027115711,1.60685850096056,86.3575365444524,4.23707158393917
"Study2","8","10","a","TurnTaking",3.71783190099015,63.4160491672602,29,2.85484658668648,1.2500291707323,84.1060133672309,3.65517382748442
"Study2","8","10","b","Conversation",4.12365077761785,70.5306757727947,34,3.08538740582271,1.41649086395952,81.8820087347387,3.88978000444435
"Study2","8","10","b","Synchronous",4.09464617896854,66.8028556867481,24,3.15074635910073,1.4688674789336,72.171615295997,3.50273326266342
"Study2","8","10","b","TurnTaking",4.08082778493248,81.0434401467915,35,3.29928450221297,1.55440171606908,89.6283372938967,4.1011247001455
"Study2","8","10","c","Conversation",4.14292287792957,65.462726241471,41,3.05924358112118,1.39091280417103,89.3414658923522,4.25597854579183
"Study2","8","10","c","Synchronous",5.14952624653137,84.0632172556818,39,3.77812299121491,1.780795598518,95.4470226865631,5.81056035823123
"Study2","8","10","c","TurnTaking",4.40308746412128,70.3952399158861,25,2.9676130353755,1.34401548174869,92.9443063786402,5.06746574598832
"Study2","8","10","d","Conversation",4.32727919328636,68.5372723036087,27,2.9756320706582,1.34732024554976,82.4144428910097,3.83326422135937
"Study2","8","10","d","Synchronous",4.38779604330979,63.6010486939284,28,3.03320245492319,1.39544649334531,74.2862167087636,3.46997218436724
"Study2","8","10","d","TurnTaking",4.10748255515433,74.230140331553,34,3.1606405991529,1.46823133378761,89.568844431352,4.13664057416645
"Study2","8","5","a","Conversation",3.78224175034862,59.6599655050908,30,2.88016205206258,1.25439873614562,83.1855863207285,3.54168064904558
"Study2","8","5","a","Synchronous",4.48648883726281,82.1269992651772,36,3.74146619419861,1.78103019022448,92.402792326574,5.62418518342294
"Study2","8","5","a","TurnTaking",4.07039384527327,66.5012321425494,47,3.1306534701659,1.41481922001597,84.5327336331834,3.59623174062059
"Study2","8","5","b","Conversation",4.20000266547702,74.1402130209138,34,3.25716748904012,1.5265392730928,81.7754804661242,3.86025977097582
"Study2","8","5","b","Synchronous",3.98509858056334,64.5261647862285,33,3.08332982884057,1.42805151029341,72.4860507278264,3.43866900467602
"Study2","8","5","b","TurnTaking",3.78083886770536,77.1618337322128,35,3.33441564948991,1.55667794963584,89.3689356412683,4.14015900300816
"Study2","8","5","c","Conversation",4.03625118894304,66.0353913863292,40,3.09709430271416,1.41241294675069,92.4081870277926,4.71910984890506
"Study2","8","5","c","Synchronous",4.62630362869624,79.9349549119276,37,3.63026338440351,1.72013301644018,90.6184969126326,4.78996193147666
"Study2","8","5","c","TurnTaking",4.08465064013535,68.4092577566555,35,2.96908772452858,1.34109258146556,90.0304384597882,4.47136460554371
"Study2","8","5","d","Conversation",3.95097346026616,66.4207788518726,33,2.92880068889933,1.3073685473837,81.1616201965327,3.80676992255808
"Study2","8","5","d","Synchronous",4.07837274030678,66.4506752776571,29,3.23458004562674,1.51605146200468,72.7493969583482,3.4662378103745
"Study2","8","5","d","TurnTaking",3.90464326097265,73.1371034383645,33,3.13764402142499,1.42352675494002,88.8670822405059,4.05157763262966
"Study2","8","6","a","Conversation",4.22557020165035,60.874400846596,29,2.91101409009724,1.30134482011111,83.5287282385409,3.75400999701582
"Study2","8","6","a","Synchronous",4.41516979088631,76.9077397856039,33,3.63321825277694,1.73505867410548,87.5441362793266,5.25851703406814
"Study2","8","6","a","TurnTaking",3.9562518062114,62.6141919355339,32,2.96513507273147,1.32219507579861,80.5564543653344,3.7943337926427
"Study2","8","6","b","Conversation",4.62732071861261,76.8754144954998,34,3.40109650593522,1.59190235099282,82.761913784936,3.94893586243061
"Study2","8","6","b","Synchronous",4.12973578108297,64.87983014862,40,3.08303234528542,1.42800347157847,73.3690021231423,3.41672928613803
"Study2","8","6","b","TurnTaking",3.64635503031629,77.486714598312,35,3.24711809754131,1.52258700576513,88.9638588982134,3.9673794153602
"Study2","8","6","c","Conversation",4.27475877432949,68.8587603068466,30,3.13716218741823,1.44499204327966,93.7285145834188,5.25947239998158
"Study2","8","6","c","Synchronous",4.55298547455311,79.4196490471275,41,3.6722111411882,1.72355907730103,90.4978508373261,4.85776013562406
"Study2","8","6","c","TurnTaking",3.98078471643533,68.8995004537325,26,2.97547797964425,1.34410009062083,90.3465106649164,4.32428101543392
"Study2","8","6","d","Conversation",4.13618904124194,66.2701171841878,30,2.95521146465506,1.33517815352846,81.198382145946,3.81462744238851
"Study2","8","6","d","Synchronous",4.18211591177552,64.764117121688,30,3.21217036852175,1.50712434774209,73.4564148150633,3.51387022364858
"Study2","8","6","d","TurnTaking",3.84112774929926,70.2134750413163,32,3.22371510019284,1.48404896716837,89.4417508970882,4.13733026418601
"Study2","8","7","a","Conversation",4.07141093518963,64.9146760619191,32,3.0313361089322,1.37477773168899,90.8753779492966,4.74420434870596
"Study2","8","7","a","Synchronous",4.55907047801823,79.614051687995,41,3.57551521014355,1.6943829508587,90.6205405738067,5.11980355086164
"Study2","8","7","a","TurnTaking",4.41667788972781,74.5969038723433,40,3.38739745785631,1.56578973669503,94.5037579954181,6.04111675126904
"Study2","8","7","b","Conversation",4.07139339915659,69.1566202788438,31,3.11005869022023,1.43843443980637,80.9904683145758,3.78224314104111
"Study2","8","7","b","Synchronous",3.9734020465252,56.0081205728535,20,2.73870257671889,1.17845803810066,72.1071562548271,3.40276996771842
"Study2","8","7","b","TurnTaking",3.6080037260563,68.7141551801233,36,3.12707084559068,1.42837760956443,89.513871337753,4.12925429352944
"Study2","8","7","c","Conversation",4.00352895128911,61.8704090616418,36,2.98069172170757,1.3435450274339,85.7321191574355,4.10041060879038
"Study2","8","7","c","Synchronous",4.14686848536373,69.0955145743561,24,2.98117097556971,1.36287527666853,80.5283389082236,3.41617035017222
"Study2","8","7","c","TurnTaking",3.6881609330853,58.8948216756451,22,2.7023365403495,1.13918120698775,79.6090700317137,3.6493679163034
"Study2","8","7","d","Conversation",4.26402672210859,72.4520682025679,40,3.20635180635181,1.48654330795249,81.305159608156,3.84697709715709
"Study2","8","7","d","Synchronous",3.92323145599578,64.0114605496058,25,3.08088978766431,1.42674991186149,71.8465609411596,3.50092566375536
"Study2","8","7","d","TurnTaking",3.78778313678947,83.7328703703704,38,3.79000859160537,1.77386126424498,90.0634259259259,4.37545264389015
"Study2","8","9","a","Conversation",3.87535808579469,59.7432509479895,30,2.91873549242843,1.2862367889775,82.7352778808474,3.72261584819611
"Study2","8","9","a","Synchronous",4.73799062313241,79.8253795533447,33,3.49551871120403,1.6627931234059,90.8148460690043,4.71464530013066
"Study2","8","9","a","TurnTaking",4.2217999545466,68.1578400830737,44,3.27825947976186,1.49310568708497,84.9607476635514,3.94550750356853
"Study2","8","9","b","Conversation",4.04524717389291,62.318689798077,30,2.78368801192804,1.21118573567449,81.9881915364008,3.78369943584204
"Study2","8","9","b","Synchronous",3.67637671888196,54.9113509852275,17,2.79254803027363,1.22128518812385,71.9933984268795,3.30802612545478
"Study2","8","9","b","TurnTaking",3.74850242277833,68.3256923652695,25,2.92632738930074,1.31202397086145,89.6935815868263,3.95954318285077
"Study2","8","9","c","Conversation",3.69063351374404,52.7610947448446,27,2.634612190666,1.07850680143123,75.9963888624917,3.10319939465668
"Study2","8","9","c","Synchronous",3.56979271006063,66.241913061419,21,3.00597414177441,1.38200427880309,77.6945409173302,3.28014434443569
"Study2","8","9","c","TurnTaking",3.40903989517661,57.5482762523019,30,2.7094938241705,1.14186078313542,77.1910782810876,3.1121365465179
"Study2","8","9","d","Conversation",3.84777390582168,65.2189170589871,28,2.96557869650813,1.3255453803174,80.2667019109383,3.74719686815174
"Study2","8","9","d","Synchronous",3.96768529975393,63.3565957597267,30,3.04630554433984,1.40425331384677,71.3226877162897,3.44713120006836
"Study2","8","9","d","TurnTaking",4.41150475998081,74.9602493162882,31,3.34076213084841,1.55395797043633,89.50104941805,4.21112087829876
"Study2","9","10","a","Conversation",4.00659775707123,62.9045247244811,22,2.73242837316299,1.17227128505175,85.0834653664685,3.57965970610982
"Study2","9","10","a","Synchronous",3.8817412018215,65.6714462544837,30,3.13843131328397,1.46234883455126,85.4629152775143,3.97142857142857
"Study2","9","10","a","TurnTaking",3.52917925753839,65.3749260880583,26,2.81190425304552,1.22652259027081,85.4725146954331,3.60009208681275
"Study2","9","10","b","Conversation",4.17268152599962,74.2449012183283,41,3.25038637032676,1.49828351703485,84.7580784117605,3.94934106174242
"Study2","9","10","b","Synchronous",5.72365596828363,86.4335741465836,45,3.8857607228451,1.8239289354124,91.6279098267738,4.83952295418871
"Study2","9","10","b","TurnTaking",4.15065626850051,74.8167457423751,30,3.15066007187845,1.45164539512785,82.6986856392035,3.6688783925626
"Study2","9","10","c","Conversation",3.72675774180787,64.0880858272163,25,2.76851776567201,1.19900219558927,88.4424995294561,4.03993551853842
"Study2","9","10","c","Synchronous",3.61405365745534,70.3124317662415,28,3.08921719109747,1.43385460772725,94.7907012853421,5.35562135044
"Study2","9","10","c","TurnTaking",3.3505572249859,67.2455212046036,23,2.82699289313296,1.23674064773837,91.9222052997116,4.64760518655729
"Study2","9","10","d","Conversation",3.74162829782637,66.852573956732,27,2.89751975461618,1.2910356439429,81.1546248734581,3.61627299876783
"Study2","9","10","d","Synchronous",4.28675342092933,75.8723522625934,41,3.38417326570084,1.61033395448618,91.2151161363692,4.57036566368779
"Study2","9","10","d","TurnTaking",3.96230173761044,69.226649907945,29,3.07923540296862,1.40280476665316,83.3871795779635,3.92842250114674
"Study2","9","5","a","Conversation",3.81805032981771,62.7146045947659,27,2.82674671359073,1.23466865725296,83.5352690996941,3.4942939481268
"Study2","9","5","a","Synchronous",3.67279936814166,69.9899256599648,33,3.25059872272485,1.53112390420037,91.7743729797606,5.3880977742894
"Study2","9","5","a","TurnTaking",3.54511951157238,64.1287680177284,31,2.88213063002979,1.26803050387942,84.1988108546611,3.58527286896813
"Study2","9","5","b","Conversation",4.15074394866572,76.5042374671522,37,3.32648749931113,1.55062225668298,84.0776009936713,3.86674956768415
"Study2","9","5","b","Synchronous",5.15024522388604,83.0518054444236,50,3.83804069044734,1.80191101504428,92.1867924207086,4.85707622481747
"Study2","9","5","b","TurnTaking",3.92000482591629,72.0694282902389,30,3.05891734862438,1.40099639750345,83.2137425069339,3.66476220497261
"Study2","9","5","c","Conversation",3.84861563540764,68.7568631560722,34,2.89668675855185,1.298215125926,92.274991001007,4.73719298245614
"Study2","9","5","c","Synchronous",3.86294257440188,70.4747464659579,27,3.24422711219777,1.5251953991879,90.4946297086515,4.51481179508085
"Study2","9","5","c","TurnTaking",3.29516089661035,67.5165506524469,30,2.91344784825242,1.30619396033736,88.825382634055,4.20650722044406
"Study2","9","5","d","Conversation",3.85834813374522,68.8315820092354,30,3.0464063725786,1.37771656149682,82.8845944078828,3.69558433136766
"Study2","9","5","d","Synchronous",6.00067268222744,87.9608172044268,51,4.34535427614483,2.00148609160708,93.8207024731802,5.19382654134244
"Study2","9","5","d","TurnTaking",4.23139216461986,74.205646982764,40,3.47438683638621,1.60343582461023,86.349602357261,4.06951171875
"Study2","9","6","a","Conversation",3.84945736499359,60.6645498981856,22,2.73279294069362,1.16796957134509,82.8345868429324,3.64546912590216
"Study2","9","6","a","Synchronous",3.70559174992775,66.4142764524663,26,3.19969904926928,1.49898825417358,86.8318560618608,4.67066310296551
"Study2","9","6","a","TurnTaking",3.35744888597089,59.7346704272433,34,2.73463727224906,1.16284247786438,79.0405306591455,3.67210210866031
"Study2","9","6","b","Conversation",4.13948581545359,77.0681533195513,40,3.29012189387637,1.53273180492821,83.5877927271495,3.83715141379176
"Study2","9","6","b","Synchronous",4.73036244875971,81.9637369277593,36,3.91948236128346,1.8367820258772,91.405036496621,4.7493258340396
"Study2","9","6","b","TurnTaking",3.69884037720708,71.7112000303421,29,3.13939104626305,1.43509615939855,82.5513919441705,3.76061509222064
"Study2","9","6","c","Conversation",3.86096100266828,68.7691042952587,21,2.87733267454677,1.28848125448477,92.9896036298729,5.22237526782981
"Study2","9","6","c","Synchronous",3.6597174874933,68.8193888747802,30,3.28006029186745,1.54437432882089,89.1316118583401,4.5886575558735
"Study2","9","6","c","TurnTaking",3.38971518676577,68.4785307811692,28,2.88971117951405,1.28102424127728,89.958613554061,4.15974930028945
"Study2","9","6","d","Conversation",4.25254062046694,69.5475932256508,27,3.00911718526977,1.3680492154945,84.4773054353967,3.84655826354726
"Study2","9","6","d","Synchronous",4.43694954392285,77.7305261660192,39,3.81053223025207,1.79788905244045,90.7836960860647,4.6921599869265
"Study2","9","6","d","TurnTaking",3.86348619142614,66.8613860936741,32,3.10892321978811,1.41325143505083,84.0257447223773,3.82461830878251
"Study2","9","7","a","Conversation",3.75002805765286,65.7011788802274,23,2.8057352823708,1.23054508885761,89.8909033093754,4.53252693876589
"Study2","9","7","a","Synchronous",3.57389614179215,65.7659602655506,31,2.9422236856547,1.33738797173216,89.1424561954436,4.62477407529975
"Study2","9","7","a","TurnTaking",3.02342252861179,70.747395772916,28,2.97055671910769,1.34099241992817,93.2330696239241,5.57155731170497
"Study2","9","7","b","Conversation",4.26660451896557,72.4773432522965,32,3.20247348539881,1.48952237547631,84.15568936109,3.81343936826029
"Study2","9","7","b","Synchronous",4.15565403791711,70.879575319228,31,3.05837475646838,1.41089454663845,90.8341702605305,4.62212535698181
"Study2","9","7","b","TurnTaking",3.45117898257339,59.7901476080384,29,2.75819230228306,1.18316571766927,80.978633672925,3.66595358038323
"Study2","9","7","c","Conversation",3.88354741322469,64.9401023204989,30,2.84099798506578,1.25368356180842,86.3705121895051,3.99534203655352
"Study2","9","7","c","Synchronous",3.6379552704898,58.9368347987043,23,2.80257638618287,1.22880736386468,78.3732454110751,3.3070946220812
"Study2","9","7","c","TurnTaking",3.33291597574696,60.8651959107865,23,2.74099611411241,1.17388362381867,78.7657646755515,3.57952752140022
"Study2","9","7","d","Conversation",4.08124864972546,74.1684748748577,35,3.21840623485103,1.48710702878827,82.5006982190044,3.76530572224183
"Study2","9","7","d","Synchronous",5.41360136809115,84.1820720215864,55,3.91275086948012,1.82826831679195,92.0349969065119,4.94051365873168
"Study2","9","7","d","TurnTaking",3.98266107197069,77.8524346911009,45,3.56183396788945,1.62947335448249,83.8388819662459,3.9857866532697
"Study2","9","8","a","Conversation",4.04524717389291,62.318689798077,30,2.78368801192804,1.21118573567449,81.9881915364008,3.78369943584204
"Study2","9","8","a","Synchronous",3.67637671888196,54.9113509852275,17,2.79254803027363,1.22128518812385,71.9933984268795,3.30802612545478
"Study2","9","8","a","TurnTaking",3.74850242277833,68.3256923652695,25,2.92632738930074,1.31202397086145,89.6935815868263,3.95954318285077
"Study2","9","8","b","Conversation",3.87535808579469,59.7432509479895,30,2.91873549242843,1.2862367889775,82.7352778808474,3.72261584819611
"Study2","9","8","b","Synchronous",4.73799062313241,79.8253795533447,33,3.49551871120403,1.6627931234059,90.8148460690043,4.71464530013066
"Study2","9","8","b","TurnTaking",4.2217999545466,68.1578400830737,44,3.27825947976186,1.49310568708497,84.9607476635514,3.94550750356853
"Study2","9","8","c","Conversation",3.69063351374404,52.7610947448446,27,2.634612190666,1.07850680143123,71.2648484272546,3.20382791472636
"Study2","9","8","c","Synchronous",3.56979271006063,66.241913061419,21,3.00597414177441,1.38200427880309,87.632694565479,4.2457338696242
"Study2","9","8","c","TurnTaking",3.40903989517661,57.5482762523019,30,2.7094938241705,1.14186078313542,77.4570220470983,3.49604141998096
"Study2","9","8","d","Conversation",3.84777390582168,65.2189170589871,28,2.96557869650813,1.3255453803174,82.1074555306921,3.63601687218713
"Study2","9","8","d","Synchronous",3.96768529975393,63.3565957597267,30,3.04630554433984,1.40425331384677,90.0282419704852,4.60030714334109
"Study2","9","8","d","TurnTaking",4.41150475998081,74.9602493162882,31,3.34076213084841,1.55395797043633,86.0542676334033,4.32615255490498
