"study","group_1","group_2","combination","condition","RR","DET","maxL","L","ENTR","LAM","TT"
"Study2","10","9","a","Synchronous",5.72365596828363,86.4335741465836,45,3.8857607228451,1.8239289354124,91.6279098267738,4.83952295418871
"Study2","10","9","a","TurnTaking",4.15065626850051,74.8167457423751,30,3.15066007187845,1.45164539512785,82.6986856392035,3.6688783925626
"Study2","10","9","b","Conversation",4.00659775707123,62.9045247244811,22,2.73242837316299,1.17227128505175,85.0834653664685,3.57965970610982
"Study2","10","9","b","Synchronous",3.8817412018215,65.6714462544837,30,3.13843131328397,1.46234883455126,85.4629152775143,3.97142857142857
"Study2","10","9","b","TurnTaking",3.52917925753839,65.3749260880583,26,2.81190425304552,1.22652259027081,85.4725146954331,3.60009208681275
"Study2","10","9","c","Conversation",3.72675774180787,64.0880858272163,25,2.76851776567201,1.19900219558927,75.6385281385281,3.11513119646525
"Study2","10","9","c","Synchronous",3.61405365745534,70.3124317662415,28,3.08921719109747,1.43385460772725,76.2097693759613,3.28900196842149
"Study2","10","9","c","TurnTaking",3.3505572249859,67.2455212046036,23,2.82699289313296,1.23674064773837,76.0905860247976,3.08907020227775
"Study2","10","9","d","Conversation",3.74162829782637,66.852573956732,27,2.89751975461618,1.2910356439429,84.4484646244985,3.59717314487632
"Study2","10","9","d","Synchronous",4.28675342092933,75.8723522625934,41,3.38417326570084,1.61033395448618,85.1706251482897,4.1610640338956
"Study2","10","9","d","TurnTaking",3.96230173761044,69.226649907945,29,3.07923540296862,1.40280476665316,85.3712292876363,3.72109801500801
"Study2","5","10","a","Conversation",3.93380568391932,76.0233944197533,31,3.13904176406707,1.45910447396048,85.3000307586693,3.64110517001884
"Study2","5","10","a","Synchronous",4.47251261892938,77.8476124008516,34,3.5592922574978,1.69304657333654,86.2903700102334,4.15466661632561
"Study2","5","10","a","TurnTaking",3.97743533412456,74.3698608998523,36,3.17848125117769,1.47440428266264,85.3964684875339,3.73274233956446
"Study2","5","10","b","Conversation",4.01882037210059,73.1938474964547,51,3.1249673981892,1.4219862393054,84.3285698701865,3.69946401225115
"Study2","5","10","b","Synchronous",5.22722840893468,88.7793750104836,52,4.35775918851271,2.00271324445429,93.120754147307,6.22109415271521
"Study2","5","10","b","TurnTaking",3.70958996546103,73.1451586217329,39,2.91019202918994,1.28251595987827,82.041779135014,3.25101153903791
"Study2","5","10","c","Conversation",4.73699106924909,81.6372918124304,49,3.51374261085706,1.66485132361341,90.2576176567492,4.43028728217615
"Study2","5","10","c","Synchronous",5.09816320575519,86.3351964915298,41,3.98542371266613,1.86776293363049,95.9356780462636,5.80021211995175
"Study2","5","10","c","TurnTaking",4.40350832891425,81.8714358533244,39,3.46500261237423,1.63615469852074,92.913122431425,5.05045782193649
"Study2","5","10","d","Conversation",3.7960250723186,67.197302166582,30,2.86585101562346,1.26289244494622,82.2714463898,3.41848858859435
"Study2","5","10","d","Synchronous",4.57076701205637,79.3965087281796,45,3.74992298910975,1.7800503599301,93.0262804527144,5.77096820258949
"Study2","5","10","d","TurnTaking",3.68477647870845,68.9410163425754,35,2.95922619655588,1.30327582913083,83.8944252496121,3.48070923666232
"Study2","5","6","a","Conversation",4.63743900967708,76.7095730037965,40,3.249503427949,1.52224342395031,84.7038403944761,3.81830733827666
"Study2","5","6","a","Synchronous",4.68359384864019,80.7363975378533,46,4.15696026834769,1.93021115927128,88.9237093947971,5.31048901012902
"Study2","5","6","a","TurnTaking",4.23840657783614,72.2582406897893,33,3.30274778267365,1.53444958177928,82.1532745545042,3.96545044235416
"Study2","5","6","b","Conversation",4.15416347510865,77.0225376013643,41,3.28468559289996,1.51793739575215,84.0818428573238,3.66173983381131
"Study2","5","6","b","Synchronous",4.87022984829227,86.8982850064992,47,4.59406468315154,2.08370631550618,94.0819581819557,5.8828125
"Study2","5","6","b","TurnTaking",3.82609936898339,73.3725966496322,31,3.15344915888587,1.42986905588366,83.6414052295071,3.61780623674246
"Study2","5","6","c","Conversation",4.94240816028776,86.3608462867625,48,3.88510774142059,1.83363131221745,94.0456211436864,5.51257201089782
"Study2","5","6","c","Synchronous",4.99175455726427,84.3594220412637,41,4.44044823314041,2.01795837542744,92.0774827248232,5.29494353649421
"Study2","5","6","c","TurnTaking",4.34258815013089,80.9940316106575,49,3.55290241439782,1.68640845519461,91.3002043305147,4.56884775492058
"Study2","5","6","d","Conversation",4.03127095555948,67.6625269156317,30,2.99651312874453,1.3494980229039,83.8079909519977,3.66793587937402
"Study2","5","6","d","Synchronous",4.62660174125794,82.3294192560474,41,4.60499480591066,2.09362133466104,93.6092391427943,6.01405055276871
"Study2","5","6","d","TurnTaking",3.74287335617226,66.278421469366,33,3.03733762748255,1.3522879336364,83.8127052694212,3.52706086476468
"Study2","5","7","a","Conversation",4.3256132701475,82.9099606762071,36,3.60860359247627,1.71272900184632,91.3937649491223,4.81259072666724
"Study2","5","7","a","Synchronous",4.9151045568434,83.0926268168942,41,3.87116452245604,1.81603492543901,91.8297738738289,5.2231421729778
"Study2","5","7","a","TurnTaking",4.27512703102335,83.2750183558868,42,3.83094312563686,1.7862367160706,94.0990438531365,5.89866550101566
"Study2","5","7","b","Conversation",4.02807939754608,71.9280984575735,33,3.1835102795815,1.4649047579954,84.4390364949522,3.69938966240702
"Study2","5","7","b","Synchronous",4.13824075710771,72.928364090938,33,3.20902479955249,1.50449001166536,92.2706951713033,5.55202835360412
"Study2","5","7","b","TurnTaking",3.3205180003872,60.1687843932528,28,2.67420899446061,1.09954052007458,82.1915565554464,3.31000233947978
"Study2","5","7","c","Conversation",4.52932936598122,79.7144262003121,44,3.49366229446999,1.65822419602339,87.4325846829302,4.20698969801971
"Study2","5","7","c","Synchronous",3.99760177212135,69.7269317658412,27,3.12321688214721,1.4535433007197,79.3354242975895,3.41220308284437
"Study2","5","7","c","TurnTaking",3.94636148357645,71.0606417440223,35,3.20442841398657,1.48229394430955,80.7236839181845,3.81444619422572
"Study2","5","7","d","Conversation",3.92186364541861,73.6780447671767,38,3.12020450672221,1.4285182488214,83.1962118705454,3.50748378826723
"Study2","5","7","d","Synchronous",5.58047425850638,87.4838559653583,45,4.44847642330985,2.03126705376268,93.8094893928586,6.26951024865591
"Study2","5","7","d","TurnTaking",4.00103883459733,78.559438291382,49,3.51703163017032,1.58900710872969,84.7699650685262,3.7459714905485
"Study2","5","8","a","Conversation",4.20000266547702,74.1402130209138,34,3.25716748904012,1.5265392730928,81.7754804661242,3.86025977097582
"Study2","5","8","a","Synchronous",3.98509858056334,64.5261647862285,33,3.08332982884057,1.42805151029341,72.4860507278264,3.43866900467602
"Study2","5","8","a","TurnTaking",3.78083886770536,77.1618337322128,35,3.33441564948991,1.55667794963584,89.3689356412683,4.14015900300816
"Study2","5","8","b","Conversation",3.78224175034862,59.6599655050908,30,2.88016205206258,1.25439873614562,83.1855863207285,3.54168064904558
"Study2","5","8","b","Synchronous",4.48648883726281,82.1269992651772,36,3.74146619419861,1.78103019022448,92.402792326574,5.62418518342294
"Study2","5","8","b","TurnTaking",4.07039384527327,66.5012321425494,47,3.1306534701659,1.41481922001597,84.5327336331834,3.59623174062059
"Study2","5","8","c","Conversation",4.03625118894304,66.0353913863292,40,3.09709430271416,1.41241294675069,73.3204732175054,3.52532848697541
"Study2","5","8","c","Synchronous",4.62630362869624,79.9349549119276,37,3.63026338440351,1.72013301644018,89.7315184389179,4.51020252633986
"Study2","5","8","c","TurnTaking",4.08465064013535,68.4092577566555,35,2.96908772452858,1.34109258146556,78.8004069909715,3.4715071964897
"Study2","5","8","d","Conversation",3.95097346026616,66.4207788518726,33,2.92880068889933,1.3073685473837,83.6715400388805,3.44329576795923
"Study2","5","8","d","Synchronous",4.07837274030678,66.4506752776571,29,3.23458004562674,1.51605146200468,91.8261520137936,5.51352816646874
"Study2","5","8","d","TurnTaking",3.90464326097265,73.1371034383645,33,3.13764402142499,1.42352675494002,85.4031186002228,3.72537956704868
"Study2","5","9","a","Conversation",4.15074394866572,76.5042374671522,37,3.32648749931113,1.55062225668298,84.0776009936713,3.86674956768415
"Study2","5","9","a","Synchronous",5.15024522388604,83.0518054444236,50,3.83804069044734,1.80191101504428,92.1867924207086,4.85707622481747
"Study2","5","9","a","TurnTaking",3.92000482591629,72.0694282902389,30,3.05891734862438,1.40099639750345,83.2137425069339,3.66476220497261
"Study2","5","9","b","Conversation",3.81805032981771,62.7146045947659,27,2.82674671359073,1.23466865725296,83.5352690996941,3.4942939481268
"Study2","5","9","b","Synchronous",3.67279936814166,69.9899256599648,33,3.25059872272485,1.53112390420037,91.7743729797606,5.3880977742894
"Study2","5","9","b","TurnTaking",3.54511951157238,64.1287680177284,31,2.88213063002979,1.26803050387942,84.1988108546611,3.58527286896813
"Study2","5","9","c","Conversation",3.84861563540764,68.7568631560722,34,2.89668675855185,1.298215125926,76.9598439870779,3.14419479141458
"Study2","5","9","c","Synchronous",3.86294257440188,70.4747464659579,27,3.24422711219777,1.5251953991879,79.2605975867736,3.34117917216832
"Study2","5","9","c","TurnTaking",3.29516089661035,67.5165506524469,30,2.91344784825242,1.30619396033736,77.8253187730166,3.15077347352092
"Study2","5","9","d","Conversation",3.85834813374522,68.8315820092354,30,3.0464063725786,1.37771656149682,84.3726138966658,3.59823228407505
"Study2","5","9","d","Synchronous",6.00067268222744,87.9608172044268,51,4.34535427614483,2.00148609160708,94.4037102086262,6.30213230847266
"Study2","5","9","d","TurnTaking",4.23139216461986,74.205646982764,40,3.47438683638621,1.60343582461023,86.9277280695574,3.83757181016503
"Study2","6","10","a","Conversation",4.35091776582522,78.2179893838695,31,3.3265169694892,1.55993437446559,85.4618661658196,3.80637980864164
"Study2","6","10","a","Synchronous",4.41296025072319,77.3885261731525,34,3.61107711705698,1.69879836842467,86.8889851421214,4.16489523809524
"Study2","6","10","a","TurnTaking",3.90723859386267,75.1485557330844,35,3.17934111838982,1.46877953606971,85.4168536703589,3.7021280734516
"Study2","6","10","b","Conversation",4.69129216714505,74.1311961962149,32,3.17786751273916,1.48015271258442,84.6869241149359,3.86424806836207
"Study2","6","10","b","Synchronous",4.71649144662452,82.0631320642475,33,4.06155346594778,1.91690084335407,87.1683521713266,5.41813223637078
"Study2","6","10","b","TurnTaking",4.34795417624134,73.2387151937534,35,3.13444609383091,1.45385047483056,80.9235149872552,3.76479969978422
"Study2","6","10","c","Conversation",4.84392579873123,83.2724534531382,48,3.55096716427127,1.68586100279315,90.3691529068483,4.39471136071548
"Study2","6","10","c","Synchronous",4.76899432954836,84.0384770953911,46,4.12128753043008,1.90765088906986,95.2146318862749,5.75626889560733
"Study2","6","10","c","TurnTaking",4.12729827249031,81.4854627572113,27,3.40684620030554,1.60960828106894,92.3432514307808,4.83924118275739
"Study2","6","10","d","Conversation",4.11863547216821,67.6727679920977,24,2.90228982543277,1.30145047442705,82.8422043113762,3.62582460586635
"Study2","6","10","d","Synchronous",4.50420023063391,76.4843062595872,40,3.67696713333833,1.75552142791789,89.2752302864662,5.16015572257977
"Study2","6","10","d","TurnTaking",3.89129833982868,66.5588117330545,31,3.00635075720567,1.3608787119841,80.8601055416105,3.89018732113433
"Study2","6","5","a","Conversation",4.15416347510865,77.0225376013643,41,3.28468559289996,1.51793739575215,84.0818428573238,3.66173983381131
"Study2","6","5","a","Synchronous",4.87022984829227,86.8982850064992,47,4.59406468315154,2.08370631550618,94.0819581819557,5.8828125
"Study2","6","5","a","TurnTaking",3.82609936898339,73.3725966496322,31,3.15344915888587,1.42986905588366,83.6414052295071,3.61780623674246
"Study2","6","5","b","Conversation",4.63743900967708,76.7095730037965,40,3.249503427949,1.52224342395031,84.7038403944761,3.81830733827666
"Study2","6","5","b","Synchronous",4.68359384864019,80.7363975378533,46,4.15696026834769,1.93021115927128,88.9237093947971,5.31048901012902
"Study2","6","5","b","TurnTaking",4.23840657783614,72.2582406897893,33,3.30274778267365,1.53444958177928,82.1532745545042,3.96545044235416
"Study2","6","5","c","Conversation",4.94240816028776,86.3608462867625,48,3.88510774142059,1.83363131221745,93.0624496616911,5.07586020048767
"Study2","6","5","c","Synchronous",4.99175455726427,84.3594220412637,41,4.44044823314041,2.01795837542744,92.5123921069919,5.04836668967104
"Study2","6","5","c","TurnTaking",4.34258815013089,80.9940316106575,49,3.55290241439782,1.68640845519461,90.8959852688198,4.62554713026324
"Study2","6","5","d","Conversation",4.03127095555948,67.6625269156317,30,2.99651312874453,1.3494980229039,83.4077908519477,3.75126188519779
"Study2","6","5","d","Synchronous",4.62660174125794,82.3294192560474,41,4.60499480591066,2.09362133466104,88.3203074660582,5.55203716940672
"Study2","6","5","d","TurnTaking",3.74287335617226,66.278421469366,33,3.03733762748255,1.3522879336364,80.8690070699357,3.85169482069935
"Study2","6","7","a","Conversation",4.76501365004812,85.7091860580656,42,3.80864772931691,1.80002669683323,92.3062485509353,5.01621935122595
"Study2","6","7","a","Synchronous",4.57183671007186,81.3548335129703,41,3.91070506674533,1.8146433819526,91.1538063219427,5.12227610733915
"Study2","6","7","a","TurnTaking",4.58172703270681,84.9805760214334,50,3.95682004490858,1.84275289092253,94.3400631518515,6.27129554243843
"Study2","6","7","b","Conversation",4.55645760909517,72.1791605409608,29,3.12529787198587,1.4543024252344,84.4581540522026,3.77888175227731
"Study2","6","7","b","Synchronous",4.11314669382647,68.466536490531,30,3.13924075377277,1.45954996455025,87.3977847318741,5.13218836842501
"Study2","6","7","b","TurnTaking",3.78019003448286,62.4654979658297,45,2.93059545573257,1.29744377483883,80.4149058065474,3.81185680358871
"Study2","6","7","c","Conversation",4.56350709437753,81.1186768932815,33,3.54611120443474,1.69192431501549,87.4813630704437,4.23983611136977
"Study2","6","7","c","Synchronous",4.24303609055888,71.6028616181947,26,3.14910207939508,1.47236538443713,81.2362322853683,3.44890510948905
"Study2","6","7","c","TurnTaking",3.66269861311022,70.5343591855104,29,3.09411097576343,1.43560284844367,80.4799226301905,3.69831910586993
"Study2","6","7","d","Conversation",4.46299055298828,75.1701348505328,37,3.15934537767943,1.47261963910051,83.818721906139,3.72296200631774
"Study2","6","7","d","Synchronous",4.46735702521541,78.6993676227562,33,3.9108358529211,1.84072081101254,87.9479338810534,5.44855426667639
"Study2","6","7","d","TurnTaking",4.33706429972307,76.5881054329763,45,3.58620950794222,1.65946584651654,82.6987380874403,4.16292843767809
"Study2","6","8","a","Conversation",4.62732071861261,76.8754144954998,34,3.40109650593522,1.59190235099282,82.761913784936,3.94893586243061
"Study2","6","8","a","Synchronous",4.12973578108297,64.87983014862,40,3.08303234528542,1.42800347157847,73.3690021231423,3.41672928613803
"Study2","6","8","a","TurnTaking",3.64635503031629,77.486714598312,35,3.24711809754131,1.52258700576513,88.9638588982134,3.9673794153602
"Study2","6","8","b","Conversation",4.22557020165035,60.874400846596,29,2.91101409009724,1.30134482011111,83.5287282385409,3.75400999701582
"Study2","6","8","b","Synchronous",4.41516979088631,76.9077397856039,33,3.63321825277694,1.73505867410548,87.5441362793266,5.25851703406814
"Study2","6","8","b","TurnTaking",3.9562518062114,62.6141919355339,32,2.96513507273147,1.32219507579861,80.5564543653344,3.7943337926427
"Study2","6","8","c","Conversation",4.27475877432949,68.8587603068466,30,3.13716218741823,1.44499204327966,74.6429010952947,3.53328284593576
"Study2","6","8","c","Synchronous",4.55298547455311,79.4196490471275,41,3.6722111411882,1.72355907730103,89.7221494707976,4.47165754870909
"Study2","6","8","c","TurnTaking",3.98078471643533,68.8995004537325,26,2.97547797964425,1.34410009062083,78.9005576945103,3.50678414096916
"Study2","6","8","d","Conversation",4.13618904124194,66.2701171841878,30,2.95521146465506,1.33517815352846,83.5721674835077,3.67192593558482
"Study2","6","8","d","Synchronous",4.18211591177552,64.764117121688,30,3.21217036852175,1.50712434774209,88.4593290200304,5.14872846195148
"Study2","6","8","d","TurnTaking",3.84112774929926,70.2134750413163,32,3.22371510019284,1.48404896716837,81.2451493320916,4.0264491605955
"Study2","6","9","a","Conversation",4.13948581545359,77.0681533195513,40,3.29012189387637,1.53273180492821,83.5877927271495,3.83715141379176
"Study2","6","9","a","Synchronous",4.73036244875971,81.9637369277593,36,3.91948236128346,1.8367820258772,91.405036496621,4.7493258340396
"Study2","6","9","a","TurnTaking",3.69884037720708,71.7112000303421,29,3.13939104626305,1.43509615939855,82.5513919441705,3.76061509222064
"Study2","6","9","b","Conversation",3.84945736499359,60.6645498981856,22,2.73279294069362,1.16796957134509,82.8345868429324,3.64546912590216
"Study2","6","9","b","Synchronous",3.70559174992775,66.4142764524663,26,3.19969904926928,1.49898825417358,86.8318560618608,4.67066310296551
"Study2","6","9","b","TurnTaking",3.35744888597089,59.7346704272433,34,2.73463727224906,1.16284247786438,79.0405306591455,3.67210210866031
"Study2","6","9","c","Conversation",3.86096100266828,68.7691042952587,21,2.87733267454677,1.28848125448477,75.7913095611178,3.08439614062327
"Study2","6","9","c","Synchronous",3.6597174874933,68.8193888747802,30,3.28006029186745,1.54437432882089,78.8741572710676,3.33653592784028
"Study2","6","9","c","TurnTaking",3.38971518676577,68.4785307811692,28,2.88971117951405,1.28102424127728,78.7056389032592,3.09676762742224
"Study2","6","9","d","Conversation",4.25254062046694,69.5475932256508,27,3.00911718526977,1.3680492154945,83.9812290981967,3.74170019658638
"Study2","6","9","d","Synchronous",4.43694954392285,77.7305261660192,39,3.81053223025207,1.79788905244045,87.2649880048534,5.38201096892139
"Study2","6","9","d","TurnTaking",3.86348619142614,66.8613860936741,32,3.10892321978811,1.41325143505083,81.3141972702969,3.87223603155733
"Study2","7","10","a","Conversation",4.02332713259205,71.2398444855121,32,3.04733760906854,1.4001283610374,85.029551239583,3.64569901515576
"Study2","7","10","a","Synchronous",4.08594830658036,66.6313309270696,29,2.93995227995758,1.33366475373305,85.6169233872525,4.13005672642955
"Study2","7","10","a","TurnTaking",3.71474555917499,65.1625085561876,25,2.93995995910717,1.32376945480322,84.8051549555078,3.70360367789552
"Study2","7","10","b","Conversation",4.17196254864496,79.1314289557308,41,3.3302671148063,1.56960250735797,91.3516989760748,4.81955470794341
"Study2","7","10","b","Synchronous",5.60316588526103,87.3620991290142,48,3.98643302914757,1.86539158888361,92.3392056283898,5.24571072984265
"Study2","7","10","b","TurnTaking",3.87051814067546,85.3772687320472,33,3.63817669318094,1.70590313600923,94.1187397493634,5.55253521503221
"Study2","7","10","c","Conversation",4.39407394313836,75.7820045176275,35,3.23118023414103,1.51767303160492,89.6413833837509,4.29364988339641
"Study2","7","10","c","Synchronous",4.20431652960503,72.5200518867334,30,3.09413983948179,1.43597863069643,95.229673872694,5.5386929309592
"Study2","7","10","c","TurnTaking",4.35097037392434,73.6409582614584,32,3.20620130553801,1.49149148206389,93.5054571248932,5.20043934367435
"Study2","7","10","d","Conversation",4.23817860940661,74.5949256053359,26,3.13963289331615,1.4531210683739,90.4519951672432,4.68532727506537
"Study2","7","10","d","Synchronous",4.1954257608534,75.1602952609448,28,3.36693691838149,1.58865456258358,90.2886568636466,4.93944937345651
