"study","group_1","group_2","combination","condition","RR","DET","maxL","L","ENTR","LAM","TT"
"Study2","7","10","d","TurnTaking",2.49410701233508,93.1169557918299,145,7.50754017305315,2.23620483780354,97.5209082337429,10.7076003703392
"Study2","7","5","a","Conversation",1.35885250161126,90.7799023539178,111,6.08162880573098,2.02331009151857,92.8861874410817,6.5747435514391
"Study2","7","5","a","Synchronous",2.76500568124352,89.3963490526898,116,6.86481176657994,2.0398667466848,90.9756603512654,7.83335317932841
"Study2","7","5","a","TurnTaking",5.44812421456306,94.9346743543763,154,8.74008141638666,2.13553737963373,95.9902722165099,9.83606026825848
"Study2","7","5","b","Conversation",5.24232611504083,97.343841746507,171,15.956836252765,2.96196709443292,98.4634910446292,21.8042319496043
"Study2","7","5","b","Synchronous",5.99661324086312,97.397694846084,177,14.2363221176251,2.82600302932241,98.5152003060785,18.5289038138642
"Study2","7","5","b","TurnTaking",6.07563252229432,97.4176941135006,144,13.8387125614662,2.7275809952427,98.4737772910648,21.3021102791014
"Study2","7","5","c","Conversation",5.36120874072173,96.8510507790351,213,11.9591791800608,2.66877628830395,98.7165268124289,18.2653909600792
"Study2","7","5","c","Synchronous",4.77658459661259,98.2072024112107,206,17.569208736126,2.73907484036926,99.3227475953937,27.1073847498361
"Study2","7","5","c","TurnTaking",5.02954954038616,96.7346349177386,263,9.57028958254983,2.41995596525327,98.3627558312806,13.42518418595
"Study2","7","5","d","Conversation",1.59766930402042,92.1928103010866,146,6.72016748080949,2.07646283104385,97.6209851132066,14.3140901912616
"Study2","7","5","d","Synchronous",3.03577051638231,90.9630814575959,165,7.94329868558544,2.22008024902961,98.2592485294303,15.418321968574
"Study2","7","5","d","TurnTaking",2.67973445085806,94.4213755707763,149,9.17187608288863,2.38314874056986,98.4068207762557,15.3082130965594
"Study2","7","6","a","Conversation",3.43883959238822,95.1741315660721,148,10.5662613418925,2.4329805704151,96.6068807543477,12.9934195767591
"Study2","7","6","a","Synchronous",6.876665871949,97.9606589281991,296,17.7385087851785,2.82129854370947,99.1431153124348,25.3244087777857
"Study2","7","6","a","TurnTaking",1.54581827783088,87.8976401325879,137,5.11236601683332,1.79289552064277,89.8728541037946,5.50985744616318
"Study2","7","6","b","Conversation",1.48014413514611,93.9586912435253,89,7.35787983006272,2.22722651017512,97.6400532182854,13.7386404943657
"Study2","7","6","b","Synchronous",1.17750774371751,90.7108527635254,149,6.82553451435553,2.13629650591136,97.2397220237709,10.601522393344
"Study2","7","6","b","TurnTaking",2.06054295595588,93.1319242117765,121,8.2583511601119,2.33419640365624,97.786107966671,13.1193825469937
"Study2","7","6","c","Conversation",1.51260838384443,92.4919421095873,95,6.3564107018763,2.11496294182397,95.8503444353157,7.15396226415094
"Study2","7","6","c","Synchronous",1.28595133536467,89.145108534047,96,6.15911658962506,2.07120136610364,92.4412726732084,6.62715838840333
"Study2","7","6","c","TurnTaking",1.45362592964282,89.314744179929,107,6.2128087831656,2.09957206226831,91.845324214126,6.97323746754544
"Study2","7","6","d","Conversation",4.0353367037775,95.889852792768,197,13.2046714947478,2.65689218380647,98.2919791720955,21.9718280025418
"Study2","7","6","d","Synchronous",8.64814700454213,97.5159728516791,380,16.1448702463307,2.83851776641352,98.6538589083192,18.6042274660218
"Study2","7","6","d","TurnTaking",2.22297891410721,92.5208566268169,131,7.44250726442507,2.1372419740294,98.2480433473811,14.6527706516162
"Study2","7","8","a","Conversation",4.04017383859533,96.4498665505688,233,12.7991710625471,2.66763382880997,97.7569138162751,18.9920014709938
"Study2","7","8","a","Synchronous",5.50353139520367,96.722308106512,227,13.9391208571142,2.58255570521694,97.8131350853728,20.3439306358381
"Study2","7","8","a","TurnTaking",4.44989636486451,94.7917472265904,326,9.91523976450497,2.33645302765942,96.0098132728382,11.71107384309
"Study2","7","8","b","Conversation",5.53307042007935,97.007601935038,277,14.0792377131394,2.74613826445697,97.8400138217001,16.6050316678396
"Study2","7","8","b","Synchronous",7.76568536560231,97.6692255043405,249,16.3529823982852,2.96878406466928,98.4216124124144,17.1080155775239
"Study2","7","8","b","TurnTaking",7.34223531838767,97.8871222260993,280,20.0582679686249,3.00859812059433,98.5180690890721,22.6168699186992
"Study2","7","8","c","Conversation",5.82016297511705,97.3802296856933,293,13.2564618549325,2.65147827092556,99.1593740145065,21.6944803794739
"Study2","7","8","c","Synchronous",7.82656061168916,97.8852251574417,366,15.6011914032082,2.73475096211955,99.51387294251,23.1880692167577
"Study2","7","8","c","TurnTaking",10.7903667982125,98.767133967426,355,21.1978247642227,2.94427992785518,99.7056926587948,35.1740842605326
"Study2","7","8","d","Conversation",4.56308149577974,96.922058441504,378,16.842871705257,2.82760785780014,98.6437112952829,22.3494399088665
"Study2","7","8","d","Synchronous",6.46191501976247,96.4489233154428,326,14.9449844122501,2.83542487046793,98.5682669491275,19.1725943830571
"Study2","7","8","d","TurnTaking",4.04302258597816,94.5792447922824,268,9.27180010198878,2.38580817997481,98.4276357789705,17.3291149779369
"Study2","7","9","a","Conversation",2.4455253539473,94.69705261512,149,9.11688995935571,2.46422759066723,96.9775623485263,11.1420102398275
"Study2","7","9","a","Synchronous",4.04560366582167,95.1176748582231,173,8.92228921003635,2.23325242424259,97.2221172022684,10.8905240868184
"Study2","7","9","a","TurnTaking",2.44986539190638,94.7696605976416,128,9.61785205132267,2.55250442751267,96.7675222613297,10.7197198927985
"Study2","7","9","b","Conversation",3.9013882194545,95.8678212460244,165,11.4688983994841,2.58593573212272,97.4732550218811,14.3269466253692
"Study2","7","9","b","Synchronous",3.90287951003075,96.6595635241384,198,12.2124156712261,2.69459608157463,98.3491317020599,14.3824772548177
"Study2","7","9","b","TurnTaking",3.60659066310618,96.2531409366087,119,10.4609091432851,2.53136565145686,98.1652689277876,15.3114767653382
"Study2","7","9","c","Conversation",3.915498122599,96.3724700310066,156,10.5110507535815,2.59148625962705,98.3134353866061,14.4922622903621
"Study2","7","9","c","Synchronous",4.6406859630745,96.2105263157895,274,11.7426962337205,2.51473655753029,98.272942630549,14.3005395683453
"Study2","7","9","c","TurnTaking",4.62686284657928,97.2653118569268,144,13.1118538324421,2.67211853761515,99.1090982719151,14.8153684600655
"Study2","7","9","d","Conversation",3.34234544446099,94.8437508937918,219,10.2569130838231,2.44575562298403,97.4058586979527,12.2460985257102
"Study2","7","9","d","Synchronous",3.92551653621379,95.7412611594641,191,9.80179506357517,2.38197741843069,98.3625480350089,12.9842484248425
"Study2","7","9","d","TurnTaking",2.09189829627699,93.3728773283126,147,7.86232107126366,2.27289073869413,97.3687096715228,11.1020216756982
"Study2","8","10","a","Conversation",3.90681804668084,96.1427222143378,231,11.6192926425361,2.68411151292894,97.6353252651206,14.4029021079988
"Study2","8","10","a","Synchronous",3.51977078481461,95.0069800159698,227,11.9699562003832,2.70642553518115,96.3263931514365,13.5721720495944
"Study2","8","10","a","TurnTaking",5.42944484414006,94.8521022607226,301,11.2121628371628,2.61389490080603,95.7074441862103,12.3204895738894
"Study2","8","10","b","Conversation",4.3300195454661,96.4044755294159,272,13.444978139048,2.60054520761254,97.3988413783359,18.8921719767044
"Study2","8","10","b","Synchronous",4.83793782044823,96.7325582314398,274,10.9626477964887,2.41171925848409,98.0228578654927,18.4800327819997
"Study2","8","10","b","TurnTaking",3.95042873648112,94.8679230672436,181,8.67835480586178,2.3278019100569,95.9113743938206,9.90374812593703
"Study2","8","10","c","Conversation",6.71725073317007,98.2845530075113,310,17.5739223370146,2.98010940792447,99.6601553494224,21.1502869223799
"Study2","8","10","c","Synchronous",7.31413022675838,98.1014544275871,227,14.9997202238209,2.7951561603264,99.3347379207227,15.4519985361688
"Study2","8","10","c","TurnTaking",9.85725863701012,98.5548062245549,318,22.7479070600349,3.27566727179122,99.2198940592081,24.996286342536
"Study2","8","10","d","Conversation",1.9514301954604,93.1153066123233,160,8.99063475546306,2.33659400197469,96.0584713962397,12.12215628091
"Study2","8","10","d","Synchronous",2.47303775316808,93.7270485276268,188,12.7240764063812,2.7630657335543,96.8728014905411,17.5988764044944
"Study2","8","10","d","TurnTaking",1.92978736299485,88.4133353148066,93,5.86064228016024,2.03069362484898,94.3676623569624,7.88036733680814
"Study2","8","5","a","Conversation",2.18388033425558,92.1803458087109,111,7.09569377990431,2.17431795930819,93.1818778726198,7.41876350456541
"Study2","8","5","a","Synchronous",6.39616440063789,91.6240961550533,164,8.41862125789618,2.1498270651533,92.0808386365878,8.7380155443354
"Study2","8","5","a","TurnTaking",8.38611960265136,96.3855229410088,141,10.5337236825713,2.22131330894019,96.8009119407239,11.1427109303241
"Study2","8","5","b","Conversation",6.08635834297733,97.658156870506,169,20.0660943651972,2.87536396534941,98.4061016714886,27.9077951002227
"Study2","8","5","b","Synchronous",10.8956174984977,97.5614207176586,369,23.7549241615039,2.97592635353736,98.1343473462003,32.5731842273866
"Study2","8","5","b","TurnTaking",14.866656635507,97.3555166600007,247,13.9660910633902,2.37485456205344,98.0746700343758,15.8342676799136
"Study2","8","5","c","Conversation",7.4250975409192,97.8066742197961,227,17.2443818949471,2.92016912537434,98.7668657946236,22.0645996318454
"Study2","8","5","c","Synchronous",9.93757801791805,98.6876938349892,228,22.7120212530441,3.24736748597175,99.3556790284971,29.1122949433452
"Study2","8","5","c","TurnTaking",17.5377874868867,99.0269173032331,354,29.7376088522229,3.21809153054699,99.2638105028829,33.8641029455519
"Study2","8","5","d","Conversation",2.48510191154773,94.4022157254962,154,8.56393076493579,2.29916185920296,98.6005539313741,25.1690887666929
"Study2","8","5","d","Synchronous",5.67550778922099,90.8667677278087,163,7.58521976322376,2.00744272417349,98.3853798214587,20.7530022027997
"Study2","8","5","d","TurnTaking",4.01187755586652,92.1457709830534,112,8.27364142062473,2.21467676570005,96.4462723269601,11.9814694215855
"Study2","8","6","a","Conversation",5.05897385060213,96.1478138947782,207,13.1355844692276,2.61630571296795,96.8462186747694,14.9604763850779
"Study2","8","6","a","Synchronous",14.3839755856614,98.7905653731383,562,27.1988582302569,3.26576647549953,99.1951723633754,32.6528112010501
"Study2","8","6","a","TurnTaking",3.29775968005317,92.1367075397861,123,6.9720979205054,2.13696978671914,92.9402556744065,7.30532263944586
"Study2","8","6","b","Conversation",2.14271689052914,95.8294667713613,114,9.74219883889695,2.4048984438257,97.9227639374688,21.8352566653402
"Study2","8","6","b","Synchronous",1.56357993097619,88.3787187733092,91,6.16961160904823,1.9543116315805,96.3243296120126,12.3704459798995
"Study2","8","6","b","TurnTaking",1.91137566011117,91.8327131596847,148,7.59991721854305,2.24967728565396,95.8788460769015,10.2768307065509
"Study2","8","6","c","Conversation",2.59809585136345,95.1063360070645,121,8.08103545301069,2.23127441250372,96.6259474575024,8.64872875773943
"Study2","8","6","c","Synchronous",2.3099899834983,91.7837130962333,158,7.1836496728639,2.12003890027933,92.9076898883472,7.29051113853348
"Study2","8","6","c","TurnTaking",3.63895931625474,94.0987017353978,231,10.0369311813495,2.49618999730637,94.8484482296631,10.5453589578831
"Study2","8","6","d","Conversation",5.78655157982161,98.0043481421274,192,20.2968386478719,2.82600329255625,99.2797150579202,45.5338687679952
"Study2","8","6","d","Synchronous",14.1407422688533,97.7874915665355,396,23.9851760960403,2.89978253561096,98.2993808924397,29.2345892476577
"Study2","8","6","d","TurnTaking",1.23188249242071,86.8528060591011,141,5.26642198381329,1.91709030344002,94.1488701266451,7.35029686174724
"Study2","8","7","a","Conversation",5.53307042007935,97.007601935038,277,14.0792377131394,2.74613826445697,97.8400138217001,16.6050316678396
"Study2","8","7","a","Synchronous",7.76568536560231,97.6692255043405,249,16.3529823982852,2.96878406466928,98.4216124124144,17.1080155775239
"Study2","8","7","a","TurnTaking",7.34223531838767,97.8871222260993,280,20.0582679686249,3.00859812059433,98.5180690890721,22.6168699186992
"Study2","8","7","b","Conversation",4.04017383859533,96.4498665505688,233,12.7991710625471,2.66763382880997,97.7569138162751,18.9920014709938
"Study2","8","7","b","Synchronous",5.50353139520367,96.722308106512,227,13.9391208571142,2.58255570521694,97.8131350853728,20.3439306358381
"Study2","8","7","b","TurnTaking",4.44989636486451,94.7917472265904,326,9.91523976450497,2.33645302765942,96.0098132728382,11.71107384309
"Study2","8","7","c","Conversation",5.82016297511705,97.3802296856933,293,13.2564618549325,2.65147827092556,98.483325449385,14.6902685221482
"Study2","8","7","c","Synchronous",7.82656061168916,97.8852251574417,366,15.6011914032082,2.73475096211955,99.6914681037136,15.793761368474
"Study2","8","7","c","TurnTaking",10.7903667982125,98.767133967426,355,21.1978247642227,2.94427992785518,99.9066225353311,24.2057611402078
"Study2","8","7","d","Conversation",4.56308149577974,96.922058441504,378,16.842871705257,2.82760785780014,98.180302179615,24.6241067675494
"Study2","8","7","d","Synchronous",6.46191501976247,96.4489233154428,326,14.9449844122501,2.83542487046793,97.9481155801196,21.0469197024604
"Study2","8","7","d","TurnTaking",4.04302258597816,94.5792447922824,268,9.27180010198878,2.38580817997481,95.9643439812735,10.8763533068925
"Study2","8","9","a","Conversation",3.3263236303213,95.5764776208623,201,10.7154916870731,2.57490569711274,96.9622770564263,12.1083835773758
"Study2","8","9","a","Synchronous",6.32750767680062,96.7206724842273,256,11.3881813006973,2.37705943311229,97.5093064855326,11.9890403834008
"Study2","8","9","a","TurnTaking",3.47600714213471,95.6085540790284,114,10.9467850620316,2.80019974961431,96.417099357564,11.8011310084826
"Study2","8","9","b","Conversation",3.85468023384201,96.4263394407134,330,12.9038231780167,2.55196728544676,97.4813257015882,19.2079749804535
"Study2","8","9","b","Synchronous",5.14110954695548,96.1703092982867,217,13.1838388988019,2.51891803005956,97.5964953383984,18.9006841915736
"Study2","8","9","b","TurnTaking",4.7383846149287,95.5865797809026,227,9.58476290661919,2.32638720666594,96.8047289527306,12.9649283977303
"Study2","8","9","c","Conversation",6.15516801969421,97.4116134162478,245,13.8836993093678,2.70844719969416,98.4403829308749,17.6979393533255
"Study2","8","9","c","Synchronous",8.14367016935134,97.8384482467179,271,15.9583748181052,2.84675343102142,98.4765602990065,16.738696675845
"Study2","8","9","c","TurnTaking",8.53542073226573,98.4385149876578,180,15.5584153508461,2.74393713437962,99.2117535850764,16.9478457182215
"Study2","8","9","d","Conversation",1.81080914176419,94.0282118422164,153,9.71908763505402,2.43390208836992,96.7068586873891,12.8443416070677
"Study2","8","9","d","Synchronous",4.04390206503595,95.4541371370756,245,10.5077547621526,2.29578681484881,97.659696186014,18.4297822983583
"Study2","8","9","d","TurnTaking",1.97683949258647,91.4667878834771,125,7.94797882174973,2.3172637941717,95.5240047970908,11.4953445065177
"Study2","9","10","a","Conversation",3.70535998511769,95.8643784442014,198,11.5461438070971,2.5974143419237,97.7059297021733,14.8504431025018
"Study2","9","10","a","Synchronous",2.10086515884443,92.7513810143516,153,7.88655884856457,2.28057202757173,95.6754001983928,9.35578891163122
"Study2","9","10","a","TurnTaking",2.32090699528083,92.6123632529327,133,7.10599835661463,2.19661870321881,95.4140305786213,9.07363885624755
"Study2","9","10","b","Conversation",3.37704662902369,95.3400289868201,217,9.68044378017935,2.39488331970019,97.2892794057702,10.965033180194
"Study2","9","10","b","Synchronous",3.65500024950438,95.6666841031543,240,9.92812550893003,2.36265105475012,97.58330281948,11.8219264892269
"Study2","9","10","b","TurnTaking",2.59385140895413,95.8442668868119,141,10.5689669186377,2.62999325947878,96.8415543827579,11.3037081648456
"Study2","9","10","c","Conversation",4.87065061757593,96.6928750593712,263,12.6367413943467,2.68017332210949,99.5010853650399,16.2603117582911
"Study2","9","10","c","Synchronous",3.66404358851163,96.1897903915092,239,10.4229899355422,2.58021215105594,99.0842347489864,11.9871220251247
"Study2","9","10","c","TurnTaking",4.20174943679882,96.968152634381,180,10.9542510537679,2.60648729029099,98.8387701520247,16.3393260117346
"Study2","9","10","d","Conversation",2.73271350453477,94.3042447054873,162,8.64315485732607,2.34721628988177,96.8789136016679,10.1921095245105
"Study2","9","10","d","Synchronous",2.23576959866503,92.7073089388485,192,7.6056545531079,2.15782723310263,96.7931998734383,9.32440892989538
"Study2","9","10","d","TurnTaking",1.37605970056797,90.2171647701221,128,6.1517764092847,2.064393443199,94.8480680255096,7.16016362492133
"Study2","9","5","a","Conversation",1.15884749240446,89.4509338084868,122,5.67074573789353,1.95333914136876,91.7920543786709,6.03765599565925
"Study2","9","5","a","Synchronous",2.87733045221092,89.6242400079737,157,6.93470437017995,1.98906671292963,90.9744509784378,7.58767457326535
"Study2","9","5","a","TurnTaking",3.65763868667775,93.9312522215485,104,8.54524703980218,2.28467297782913,95.4309281368265,10.6895602787048
"Study2","9","5","b","Conversation",2.73001771003155,95.1488199453743,137,9.66239954484034,2.46034048009098,97.2000840394986,12.1822171508821
"Study2","9","5","b","Synchronous",2.98692119045521,96.5396506365737,229,13.6650357887107,2.63690645462333,97.7449480563539,16.6289883480344
"Study2","9","5","b","TurnTaking",4.1900294223983,96.0224317146847,159,11.2943860025762,2.63850906881423,97.0153408105716,13.3016141141141
"Study2","9","5","c","Conversation",5.06296974458207,97.1391024575926,178,12.2697829716194,2.67113141097726,98.5370753591227,18.1952444041559
"Study2","9","5","c","Synchronous",3.26724558056994,97.2760095734658,181,14.9062051649928,2.66403664041953,98.984135901082,21.795258342997
"Study2","9","5","c","TurnTaking",8.37275534479499,98.3894539260058,178,15.9766027661389,2.71711299785161,99.273164872604,27.2891218379261
"Study2","9","5","d","Conversation",0.512296551161113,83.5305094233999,62,4.40070782540307,1.69708818354944,94.8050009330099,7.62394957983193
"Study2","9","5","d","Synchronous",2.22265388923803,88.7667415034451,130,6.35665886411236,1.87716591055565,96.6400867074398,10.8088320184722
"Study2","9","5","d","TurnTaking",1.44693424115966,90.6104651162791,110,6.85054945054945,2.2184325776009,95.9857293868922,9.35144181256437
"Study2","9","6","a","Conversation",3.44945069841153,95.0659298632627,138,9.26718175923925,2.37305972964857,96.4166745187591,13.1753389381201
"Study2","9","6","a","Synchronous",6.56712748182776,97.9079144649694,309,18.3619437619438,2.8551505840918,99.0858407208466,26.0581119362989
"Study2","9","6","a","TurnTaking",1.09542940469401,89.3219303604154,134,6.18079710144927,1.85751013741162,91.5961253163452,6.91618344754876
"Study2","9","6","b","Conversation",0.893110983183022,89.8186800248325,98,5.70455472467709,1.93113633026595,95.3717380600689,8.94239261340827
"Study2","9","6","b","Synchronous",1.14703188245418,88.9005567223389,108,5.95256696428571,1.95618823828367,96.2412907957462,9.00764430577223
"Study2","9","6","b","TurnTaking",1.03577778164409,88.8214120904476,93,5.93841786992472,2.0540756384984,94.741116751269,7.46017441860465
"Study2","9","6","c","Conversation",1.82843696113984,94.5354162745467,116,8.26021014161718,2.31297573148622,97.1213166865341,9.10598039215686
"Study2","9","6","c","Synchronous",1.11913710103436,89.4405056803622,96,5.54714981987709,1.95582293242351,92.2610404031776,5.74827035657264
"Study2","9","6","c","TurnTaking",1.56497562600268,91.8525667652161,129,7.12586484693394,2.1707220164176,94.309380115816,8.38722294654498
"Study2","9","6","d","Conversation",1.22142433927702,91.3359943648744,109,6.96217635127073,2.1169774996545,96.6627533849886,11.2176203451408
"Study2","9","6","d","Synchronous",5.51079665698539,96.2030981664267,354,12.0766081616654,2.3343884954258,97.3903238676774,13.462161902935
"Study2","9","6","d","TurnTaking",0.648424614018628,83.3672416334955,135,4.14392495969515,1.66699927353525,93.4188412206988,6.84445884640311
"Study2","9","7","a","Conversation",3.9013882194545,95.8678212460244,165,11.4688983994841,2.58593573212272,97.4732550218811,14.3269466253692
"Study2","9","7","a","Synchronous",3.90287951003075,96.6595635241384,198,12.2124156712261,2.69459608157463,98.3491317020599,14.3824772548177
"Study2","9","7","a","TurnTaking",3.60659066310618,96.2531409366087,119,10.4609091432851,2.53136565145686,98.1652689277876,15.3114767653382
"Study2","9","7","b","Conversation",2.4455253539473,94.69705261512,149,9.11688995935571,2.46422759066723,96.9775623485263,11.1420102398275
"Study2","9","7","b","Synchronous",4.04560366582167,95.1176748582231,173,8.92228921003635,2.23325242424259,97.2221172022684,10.8905240868184
"Study2","9","7","b","TurnTaking",2.44986539190638,94.7696605976416,128,9.61785205132267,2.55250442751267,96.7675222613297,10.7197198927985
"Study2","9","7","c","Conversation",3.915498122599,96.3724700310066,156,10.5110507535815,2.59148625962705,98.3036695231817,12.3449227373068
"Study2","9","7","c","Synchronous",4.6406859630745,96.2105263157895,274,11.7426962337205,2.51473655753029,99.6753527654753,13.2662718648901
"Study2","9","7","c","TurnTaking",4.62686284657928,97.2653118569268,144,13.1118538324421,2.67211853761515,99.8904967727539,18.6885968303054
"Study2","9","7","d","Conversation",3.34234544446099,94.8437508937918,219,10.2569130838231,2.44575562298403,97.615792514458,12.0387301587302
"Study2","9","7","d","Synchronous",3.92551653621379,95.7412611594641,191,9.80179506357517,2.38197741843069,97.5623298379595,11.3197332730561
"Study2","9","7","d","TurnTaking",2.09189829627699,93.3728773283126,147,7.86232107126366,2.27289073869413,95.8369130093041,8.83246293800539
"Study2","9","8","a","Conversation",3.85468023384201,96.4263394407134,330,12.9038231780167,2.55196728544676,97.4813257015882,19.2079749804535
"Study2","9","8","a","Synchronous",5.14110954695548,96.1703092982867,217,13.1838388988019,2.51891803005956,97.5964953383984,18.9006841915736
"Study2","9","8","a","TurnTaking",4.7383846149287,95.5865797809026,227,9.58476290661919,2.32638720666594,96.8047289527306,12.9649283977303
"Study2","9","8","b","Conversation",3.3263236303213,95.5764776208623,201,10.7154916870731,2.57490569711274,96.9622770564263,12.1083835773758
"Study2","9","8","b","Synchronous",6.32750767680062,96.7206724842273,256,11.3881813006973,2.37705943311229,97.5093064855326,11.9890403834008
"Study2","9","8","b","TurnTaking",3.47600714213471,95.6085540790284,114,10.9467850620316,2.80019974961431,96.417099357564,11.8011310084826
"Study2","9","8","c","Conversation",6.15516801969421,97.4116134162478,245,13.8836993093678,2.70844719969416,98.9616013021141,19.8402665338149
"Study2","9","8","c","Synchronous",8.14367016935134,97.8384482467179,271,15.9583748181052,2.84675343102142,99.4933606295663,23.2517283002304
"Study2","9","8","c","TurnTaking",8.53542073226573,98.4385149876578,180,15.5584153508461,2.74393713437962,99.7117155055395,32.6019481470631
"Study2","9","8","d","Conversation",1.81080914176419,94.0282118422164,153,9.71908763505402,2.43390208836992,97.2780640256778,12.6280153508772
"Study2","9","8","d","Synchronous",4.04390206503595,95.4541371370756,245,10.5077547621526,2.29578681484881,97.7769477710379,13.1399072368003
"Study2","9","8","d","TurnTaking",1.97683949258647,91.4667878834771,125,7.94797882174973,2.3172637941717,95.6294247359666,10.4179749236118
