"study","group","trial","condition",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S"
"Study2","G8","T3","Conversation","28",22.90186,85.3921987941717,141.34262,4.2804476,4.93515450508081,1.09770160443202,-1.07990369430229,0.400192449146254,1.48459378144665
"Study2","G8","T3","Conversation","29",22.903525,85.3921987941717,157.895,4.2180298,5.27633114166191,0.97089354629557,-0.0120377022635471,0.400192449146254,2.14966826182526
"Study2","G8","T3","Conversation","30",22.905192,85.3921987941717,157.895,3.9325622,5.27633114166191,0.390937315590965,-0.0120377022635471,0.400192449146254,2.14966826182526
"Study2","G8","T3","Conversation","31",22.906859,85.3921987941717,157.895,3.6815461,5.27633114166191,-0.119027216994066,-0.0120377022635471,0.400192449146254,2.14966826182526
"Study2","G8","T3","Conversation","32",22.908525,85.3921987941717,157.895,3.6291284,5.27633114166191,-0.22551906305367,-0.0120377022635471,0.400192449146254,2.14966826182526
"Study2","G8","T3","Conversation","33",22.910191,85.3921987941717,157.895,3.6826475,5.27633114166191,-0.116789611771974,-0.0120377022635471,0.400192449146254,2.14966826182526
"Study2","G8","T3","Conversation","34",22.911857,85.3921987941717,157.895,3.6824491,4.64609472558281,-0.117192681388882,-1.9846465022664,0.400192449146254,2.14966826182526
"Study2","G8","T3","Conversation","35",22.913524,85.3921987941717,157.895,3.6437869,4.6115841,-0.195738841383038,-2.09266305285194,0.400192449146254,2.14966826182526
"Study2","G8","T3","Conversation","36",22.915192,85.3921987941717,157.895,3.6931672,4.6361974,-0.0954177798718095,-2.01562464164877,0.400192449146254,2.14966826182526
"Study2","G8","T3","Conversation","37",22.916857,85.3921987941717,157.895,3.7817353,4.662509,0.0845172510622385,-1.93327063547272,0.400192449146254,2.14966826182526
"Study2","G8","T3","Conversation","38",22.918525,85.3921987941717,157.895,3.7393156,4.7237334,-0.00166264928238943,-1.74164129268377,0.400192449146254,2.14966826182526
"Study2","G8","T3","Conversation","39",22.920193,85.3921987941717,157.895,3.6299988,4.807199,-0.223750757637555,-1.48039809432684,0.400192449146254,2.14966826182526
"Study2","G8","T3","Conversation","40",22.921859,85.3921987941717,157.895,3.5528443,4.8826663,-0.380497908634371,-1.24418917923652,0.400192449146254,2.14966826182526
"Study2","G8","T3","Conversation","41",22.923525,85.3921987941717,94.221872,3.4586976,4.9778378,-0.571766428302723,-0.946307093054577,0.400192449146254,-0.408717451811129
"Study2","G8","T3","Conversation","42",22.925192,85.3921987941717,93.4579,3.3190062,5.0887662,-0.85556360110219,-0.599106689479715,0.400192449146254,-0.439413839939229
"Study2","G8","T3","Conversation","43",22.926859,85.3921987941717,93.4579,3.1406469,5.1919679,-1.2179185140209,-0.276090474609479,0.400192449146254,-0.439413839939229
"Study2","G8","T3","Conversation","44",22.928523,85.3921987941717,93.4579,3.0343018,5.2853733,-1.43396931400627,0.0162638059541204,0.400192449146254,-0.439413839939229
"Study2","G8","T3","Conversation","45",22.930191,85.3921987941717,93.4579,3.0192447,5.3761624,-1.46455933179232,0.300429196964884,0.400192449146254,-0.439413839939229
"Study2","G8","T3","Conversation","46",22.931858,85.3921987941717,93.4579,3.0643687,5.4460179,-1.37288537315634,0.51907345571128,0.400192449146254,-0.439413839939229
"Study2","G8","T3","Conversation","47",22.933524,85.3921987941717,139.46599,3.1279149,5.4849941,-1.24378485657372,0.64106703327856,0.400192449146254,1.40919080482861
"Study2","G8","T3","Conversation","48",22.935191,85.3921987941717,144.578,3.1717401,5.5018618,-1.15474954117584,0.693862099712223,0.400192449146254,1.61459132091393
"Study2","G8","T3","Conversation","49",22.936859,85.3921987941717,144.578,3.2318694,5.4946502,-1.03259080167998,0.671290148521899,0.400192449146254,1.61459132091393
"Study2","G8","T3","Conversation","50",22.938526,85.3921987941717,134.39036,3.2792723,5.4852416,-0.936287027771955,0.641841696032958,0.400192449146254,1.20525203681796
"Study2","G8","T3","Conversation","51",22.940193,85.3921987941717,116.279,3.2606844,5.4903104,-0.974050221986339,0.657706789242995,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","52",22.941859,85.3921987941717,116.279,3.2083189,5.5169132,-1.0804360184794,0.740972237011297,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","53",22.943525,85.3921987941717,116.279,3.2101013,5.5516419,-1.07681489305008,0.849671349732927,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","54",22.945192,85.3921987941717,116.279,3.2793364,5.5907534,-0.936156802154799,0.972088409605945,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","55",22.946858,85.3921987941717,116.279,3.3936492,5.6307063,-0.703918815744819,1.09713900984886,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","56",22.948523,85.3921987941717,116.279,3.4881193,5.6655215,-0.511993276348099,1.20610886329071,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","57",22.950192,85.3921987941717,116.279,3.4962088,5.6800417,-0.495558640934886,1.25155637087207,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","58",22.951858,85.3921987941717,116.279,3.4272184,5.6667696,-0.635719599091969,1.21001535453824,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","59",22.953525,85.3921987941717,116.279,3.3322175,5.6331265,-0.828723512241991,1.10471411610417,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","60",22.955192,85.3921987941717,116.279,3.2249022,5.5975036,-1.04674537141247,0.99321620162504,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","61",22.95686,85.3921987941717,116.279,3.0666718,5.5779938,-1.36820639314272,0.932151492915055,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","62",22.958526,85.3921987941717,116.279,2.8476868,5.5914704,-1.81309651440638,0.974332584130804,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","63",22.960192,85.3921987941717,116.279,2.6003691,5.627008,-2.31554737425364,1.08556351383034,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","64",22.961859,85.3921987941717,116.279,3.22310422387826,5.6697601,-1.05039814130461,1.21937547157671,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","65",22.963524,85.3921987941717,116.279,3.62143361772875,5.6870969,-0.2411517895772,1.27363879780062,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","66",22.965192,85.3921987941717,116.279,3.62143361772875,5.6730232,-0.2411517895772,1.22958881312771,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","67",22.966857,85.3921987941717,116.279,3.62143361772875,5.6630607,-0.2411517895772,1.19840668104418,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","68",22.968524,85.3921987941717,116.279,3.62143361772875,5.6641867,-0.2411517895772,1.20193100533286,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","69",22.970192,85.3921987941717,116.279,3.62143361772875,5.6685532,-0.2411517895772,1.21559793429073,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","70",22.971859,85.3921987941717,116.279,3.62143361772875,5.6695361,-0.2411517895772,1.2186743626596,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","71",22.973525,85.3921987941717,116.279,3.62143361772875,5.6665106,-0.2411517895772,1.20920469735283,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","72",22.975192,85.3921987941717,116.279,3.62143361772875,5.655224,-0.2411517895772,1.17387819778204,0.400192449146254,0.477537753980697
"Study2","G8","T3","Conversation","73",22.97686,85.3921987941717,105.556005172595,3.62143361772875,5.6383457,-0.2411517895772,1.12104995387284,0.400192449146254,0.0466879177070712
"Study2","G8","T3","Conversation","74",22.978525,85.3921987941717,105.337168543464,3.62143361772875,5.615854,-0.2411517895772,1.05065204569888,0.400192449146254,0.0378950639055689
"Study2","G8","T3","Conversation","75",22.980191,85.3921987941717,105.337168543464,3.62143361772875,5.5816253,-0.2411517895772,0.943517908238652,0.400192449146254,0.0378950639055689
"Study2","G8","T3","Conversation","76",22.981858,85.3921987941717,105.337168543464,3.00774806415522,5.5478823,-1.48791590742585,0.837903987747359,0.400192449146254,0.0378950639055689
"Study2","G8","T3","Conversation","77",22.983524,85.3921987941717,105.337168543464,2.8257783,5.5251311,-1.85760584254167,0.766693857412725,0.400192449146254,0.0378950639055689
"Study2","G8","T3","Conversation","78",22.985191,85.3921987941717,105.337168543464,3.2085814,5.5064489,-1.07990272324533,0.708219495755418,0.400192449146254,0.0378950639055689
"Study2","G8","T3","Conversation","79",22.986857,85.3921987941717,105.337168543464,3.4431915,5.4791534,-0.603268634889139,0.622785931259963,0.400192449146254,0.0378950639055689
"Study2","G8","T3","Conversation","80",22.988525,85.3921987941717,105.337168543464,3.4631191,5.4333801,-0.562783704960177,0.479517766994067,0.400192449146254,0.0378950639055689
"Study2","G8","T3","Conversation","81",22.990192,85.3921987941717,105.337168543464,3.2987639,5.3841154,-0.896687875831763,0.325321693472819,0.400192449146254,0.0378950639055689
"Study2","G8","T3","Conversation","82",22.991859,85.3921987941717,106.548279328036,2.9679109,5.3382568,-1.56884912564544,0.181786544427326,0.400192449146254,0.0865574843991761
"Study2","G8","T3","Conversation","83",22.993525,85.3921987941717,107.914,2.69713507030474,5.2881987,-2.11895754269864,0.0251071681612771,0.400192449146254,0.141432128785584
"Study2","G8","T3","Conversation","84",22.995193,85.3921987941717,107.914,3.62143361772875,5.2435824,-0.2411517895772,-0.114539643349723,0.400192449146254,0.141432128785584
"Study2","G8","T3","Conversation","85",22.996859,85.3921987941717,107.914,3.62143361772875,5.2135799,-0.2411517895772,-0.208445983910434,0.400192449146254,0.141432128785584
"Study2","G8","T3","Conversation","86",22.998523,85.3921987941717,107.914,3.62143361772875,5.1875919,-0.2411517895772,-0.28978713809731,0.400192449146254,0.141432128785584
"Study2","G8","T3","Conversation","87",23.000192,85.3921987941717,107.914,3.62143361772875,5.1481598,-0.2411517895772,-0.413207660107943,0.400192449146254,0.141432128785584
"Study2","G8","T3","Conversation","88",23.001858,85.3921987941717,107.914,3.62143361772875,5.1063899,-0.2411517895772,-0.543945380450809,0.400192449146254,0.141432128785584
"Study2","G8","T3","Conversation","89",23.003524,85.3921987941717,107.914,3.62143361772875,5.0792357,-0.2411517895772,-0.62893668293739,0.400192449146254,0.141432128785584
"Study2","G8","T3","Conversation","90",23.005191,85.3921987941717,107.914,3.62143361772875,5.0747549,-0.2411517895772,-0.642961365240011,0.400192449146254,0.141432128785584
"Study2","G8","T3","Conversation","91",23.006859,85.3921987941717,107.914,3.62143361772875,5.0715061,-0.2411517895772,-0.653129948498527,0.400192449146254,0.141432128785584
"Study2","G8","T3","Conversation","92",23.008526,85.3921987941717,107.914,3.62143361772875,5.057663,-0.2411517895772,-0.696458166580888,0.400192449146254,0.141432128785584
"Study2","G8","T3","Conversation","93",23.010192,85.3921987941717,107.914,3.62143361772875,5.0567375,-0.2411517895772,-0.699354935789753,0.400192449146254,0.141432128785584
"Study2","G8","T3","Conversation","94",23.011859,85.3921987941717,107.914,3.62143361772875,5.0706912,-0.2411517895772,-0.65568054517957,0.400192449146254,0.141432128785584
"Study2","G8","T3","Conversation","95",23.013526,85.3921987941717,107.914,3.62143361772875,5.0877076,-0.2411517895772,-0.602420055103167,0.400192449146254,0.141432128785584
"Study2","G8","T3","Conversation","96",23.015193,85.3921987941717,107.914,3.39249823036028,5.0884311,-0.706257126691157,-0.600155535899913,0.400192449146254,0.141432128785584
"Study2","G8","T3","Conversation","97",23.016857,88.2612825538435,107.914,2.7447326,5.0676389,-2.02225835892817,-0.665234093160352,0.973278751101043,0.141432128785584
"Study2","G8","T3","Conversation","98",23.018524,89.9463,107.914,3.3095398,5.050955,-0.874795547783152,-0.71745387468792,1.30985324589989,0.141432128785584
"Study2","G8","T3","Conversation","99",23.020192,89.9463,107.914,3.8304749,5.0358833,0.18353666588217,-0.764627549982608,1.30985324589989,0.141432128785584
"Study2","G8","T3","Conversation","100",23.021858,89.9463,107.914,4.2544061,5.0108552,1.04479566981144,-0.842964264662635,1.30985324589989,0.141432128785584
"Study2","G8","T3","Conversation","101",23.023523,89.9463,107.914,4.576462,4.9861631,1.69908472342096,-0.920249315966998,1.30985324589989,0.141432128785584
"Study2","G8","T3","Conversation","102",23.025193,89.9463,107.914,4.44512138531862,4.977241,1.432253013521,-0.948175047526591,1.30985324589989,0.141432128785584
"Study2","G8","T3","Conversation","103",23.02686,89.9463,107.914,3.62143361772875,4.9883088,-0.2411517895772,-0.913533381130195,1.30985324589989,0.141432128785584
"Study2","G8","T3","Conversation","104",23.028525,89.9463,107.475938652389,3.62143361772875,5.0060212,-0.2411517895772,-0.858094445489915,1.30985324589989,0.123830827755982
"Study2","G8","T3","Conversation","105",23.030192,89.9463,105.337168543464,3.62143361772875,5.0100922,-0.2411517895772,-0.845352416911542,1.30985324589989,0.0378950639055689
"Study2","G8","T3","Conversation","106",23.031859,89.9463,105.337168543464,3.62143361772875,4.9945832,-0.2411517895772,-0.893894819569856,1.30985324589989,0.0378950639055689
"Study2","G8","T3","Conversation","107",23.033525,88.22199,105.337168543464,4.20458194504166,4.9665834,0.943572872171079,-0.981532808218527,0.965430243959822,0.0378950639055689
"Study2","G8","T3","Conversation","108",23.035191,87.2093,105.337168543464,4.5878417,4.9401819,1.72220373208796,-1.06416819694659,0.763150068217245,0.0378950639055689
"Study2","G8","T3","Conversation","109",23.036857,87.2093,158.73,4.2740757,4.9160345,1.08475644671035,-1.13974836420117,0.763150068217245,2.18321855435819
"Study2","G8","T3","Conversation","110",23.038524,87.2093,158.73,3.9645872,4.9175358,0.455999334146888,-1.13504936948127,0.763150068217245,2.18321855435819
"Study2","G8","T3","Conversation","111",23.040192,87.2093,158.73,3.6717136,4.9497676,-0.13900293276147,-1.03416543022005,0.763150068217245,2.18321855435819
"Study2","G8","T3","Conversation","112",23.041857,87.2093,158.73,3.4151792,4.9727964,-0.660178448547035,-0.962086425620288,0.763150068217245,2.18321855435819
"Study2","G8","T3","Conversation","113",23.043525,87.2093,158.73,3.1358155,4.973448,-1.22773399056894,-0.960046949859625,0.763150068217245,2.18321855435819
"Study2","G8","T3","Conversation","114",23.045193,87.2093,158.73,2.7783296,4.9698514,-1.95400266377053,-0.971304129909975,0.763150068217245,2.18321855435819
"Study2","G8","T3","Conversation","115",23.046859,87.2093,158.73,2.9324475470915,4.9554897,-1.64089650503617,-1.01625554033346,0.763150068217245,2.18321855435819
"Study2","G8","T3","Conversation","116",23.048525,87.2093,158.73,3.62143361772875,4.9167296,-0.2411517895772,-1.13757273559277,0.763150068217245,2.18321855435819
"Study2","G8","T3","Conversation","117",23.050192,85.96064,158.73,3.62143361772875,4.9179506,-0.2411517895772,-1.13375106600441,0.513735968894916,2.18321855435819
"Study2","G8","T3","Conversation","118",23.051859,85.2273,158.73,3.62143361772875,4.9947024,-0.2411517895772,-0.893521729467535,0.367254672467518,2.18321855435819
"Study2","G8","T3","Conversation","119",23.053523,85.2273,158.73,3.62143361772875,5.1008298,-0.2411517895772,-0.561348218352705,0.367254672467518,2.18321855435819
"Study2","G8","T3","Conversation","120",23.055191,85.2273,158.73,3.62143361772875,5.1870028,-0.2411517895772,-0.2916309919503,0.367254672467518,2.18321855435819
"Study2","G8","T3","Conversation","121",23.056858,85.2273,158.73,3.62143361772875,5.237689,-0.2411517895772,-0.132985693760874,0.367254672467518,2.18321855435819
"Study2","G8","T3","Conversation","122",23.058524,85.2273,158.73,3.62143361772875,5.2643864,-0.2411517895772,-0.049424152673112,0.367254672467518,2.18321855435819
"Study2","G8","T3","Conversation","123",23.060191,85.2273,158.73,3.62143361772875,5.2621428,-0.2411517895772,-0.056446509666096,0.367254672467518,2.18321855435819
"Study2","G8","T3","Conversation","124",23.061859,85.2273,158.73,3.62143361772875,5.2158816,-0.2411517895772,-0.201241776792074,0.367254672467518,2.18321855435819
"Study2","G8","T3","Conversation","125",23.063526,85.2273,158.73,3.62143361772875,5.1342528,-0.2411517895772,-0.456735882028711,0.367254672467518,2.18321855435819
"Study2","G8","T3","Conversation","126",23.065193,85.2273,158.73,3.62143361772875,5.0544555,-0.2411517895772,-0.70649748288281,0.367254672467518,2.18321855435819
"Study2","G8","T3","Conversation","127",23.066859,82.208781,158.73,3.62143361772875,5.0009158,-0.2411517895772,-0.874074094889089,-0.235680632317079,2.18321855435819
"Study2","G8","T3","Conversation","128",23.068525,80.436,158.73,3.62143361772875,4.9740784,-0.2411517895772,-0.958073829050042,-0.589785493857238,2.18321855435819
"Study2","G8","T3","Conversation","129",23.070192,80.436,158.73,3.62143361772875,4.9642665,-0.2411517895772,-0.988784590584835,-0.589785493857238,2.18321855435819
"Study2","G8","T3","Conversation","130",23.071858,80.436,158.73,3.04581414504166,4.9628437,-1.41058082355435,-0.993237884188695,-0.589785493857238,2.18321855435819
"Study2","G8","T3","Conversation","131",23.073523,80.436,111.210380003683,2.7153987,4.9655888,-2.08185313632451,-0.984645857008519,-0.589785493857238,0.273880647855357
"Study2","G8","T3","Conversation","132",23.075192,80.436,105.337168543464,3.0667331,4.9599794,-1.36808185600806,-1.00220300147119,-0.589785493857238,0.0378950639055689
"Study2","G8","T3","Conversation","133",23.076858,80.436,105.337168543464,3.3722016,4.9399412,-0.747491779029129,-1.06492157603743,-0.589785493857238,0.0378950639055689
"Study2","G8","T3","Conversation","134",23.078525,80.436,105.337168543464,3.6497833,4.9367552,-0.183556549796191,-1.07489359840311,-0.589785493857238,0.0378950639055689
"Study2","G8","T3","Conversation","135",23.080192,80.436,105.337168543464,3.9179384,4.9894257,0.361227590471274,-0.910037539391266,-0.589785493857238,0.0378950639055689
"Study2","G8","T3","Conversation","136",23.08186,80.436,105.337168543464,4.1879671,5.0906248,0.909818138169382,-0.593289363438016,-0.589785493857238,0.0378950639055689
"Study2","G8","T3","Conversation","137",23.083526,81.189921,105.337168543464,4.4250766,5.2005099,1.39153000979423,-0.249354437243606,-0.439193237217971,0.0378950639055689
"Study2","G8","T3","Conversation","138",23.085192,81.6327,105.337168543464,4.5754946,5.3162841,1.69711935271835,0.113013080574703,-0.3507501658584,0.0378950639055689
"Study2","G8","T3","Conversation","139",23.086859,81.6327,136.375667417386,4.6394745,5.4384463,1.82710097460769,0.495374722332744,-0.3507501658584,1.28502167109471
"Study2","G8","T3","Conversation","140",23.088524,81.6327,157.068,4.6412043,5.5256625,1.83061523783011,0.768357113120548,-0.3507501658584,2.1164394092208
"Study2","G8","T3","Conversation","141",23.090192,81.6327,136.375667417386,4.622974,5.5653131,1.79357854409459,0.892461529320415,-0.3507501658584,1.28502167109471
"Study2","G8","T3","Conversation","142",23.091857,81.6327,105.337168543464,4.6239279,5.5712753,1.79551648818516,0.911122920327533,-0.3507501658584,0.0378950639055689
"Study2","G8","T3","Conversation","143",23.093524,81.6327,105.337168543464,4.5841706,5.5557195,1.71474552205453,0.86243403598475,-0.3507501658584,0.0378950639055689
"Study2","G8","T3","Conversation","144",23.095192,81.6327,105.337168543464,4.4913513,5.5228328,1.52617374940979,0.759500292126142,-0.3507501658584,0.0378950639055689
"Study2","G8","T3","Conversation","145",23.096859,81.6327,105.337168543464,4.2922274,5.4832031,1.12163345661579,0.635461291892202,-0.3507501658584,0.0378950639055689
"Study2","G8","T3","Conversation","146",23.098525,81.6327,116.093584271732,4.0070338,5.4481991,0.542233884555503,0.52590050379164,-0.3507501658584,0.470087751676996
"Study2","G8","T3","Conversation","147",23.100192,85.922559,126.85,3.6999481,5.4339455,-0.0816416973854441,0.481287441019666,0.506129464068707,0.902280439448423
"Study2","G8","T3","Conversation","148",23.10186,88.442,126.85,3.3772312,5.3937562,-0.737273639184356,0.35549692047316,1.00937623085129,0.902280439448423
"Study2","G8","T3","Conversation","149",23.103525,88.442,126.85,3.0116793,5.3057523,-1.47992920517821,0.0800490676585362,1.00937623085129,0.902280439448423
"Study2","G8","T3","Conversation","150",23.105191,88.442,126.85,2.6376283,5.2137695,-2.23985155031051,-0.20785254529131,1.00937623085129,0.902280439448423
"Study2","G8","T3","Conversation","151",23.106858,88.442,126.85,3.23455656005555,5.1485167,-1.02713156491506,-0.412090580766351,1.00937623085129,0.902280439448423
"Study2","G8","T3","Conversation","152",23.108524,88.442,126.85,3.62143361772875,5.1247294,-0.2411517895772,-0.486543652837672,1.00937623085129,0.902280439448423
"Study2","G8","T3","Conversation","153",23.110191,88.442,126.85,3.62143361772875,5.1229386,-0.2411517895772,-0.492148768233927,1.00937623085129,0.902280439448423
"Study2","G8","T3","Conversation","154",23.111857,88.442,126.85,3.62143361772875,5.1309902,-0.2411517895772,-0.46694765860444,1.00937623085129,0.902280439448423
"Study2","G8","T3","Conversation","155",23.113525,88.442,126.85,3.62143361772875,5.1501165,-0.2411517895772,-0.407083285919953,1.00937623085129,0.902280439448423
"Study2","G8","T3","Conversation","156",23.115192,88.442,126.85,3.62143361772875,5.1674288,-0.2411517895772,-0.352896643483852,1.00937623085129,0.902280439448423
"Study2","G8","T3","Conversation","157",23.116859,88.067591,126.85,3.62143361772875,5.1878783,-0.2411517895772,-0.288890720267576,0.934589752936431,0.902280439448423
"Study2","G8","T3","Conversation","158",23.118525,87.8477,126.85,3.62143361772875,5.2068001,-0.2411517895772,-0.229666422465006,0.890667535748338,0.902280439448423
"Study2","G8","T3","Conversation","159",23.120193,87.8477,126.85,3.62143361772875,5.2048431,-0.2411517895772,-0.235791735638152,0.890667535748338,0.902280439448423
"Study2","G8","T3","Conversation","160",23.121859,87.8477,126.85,3.62143361772875,5.1956333,-0.2411517895772,-0.264617953963159,0.890667535748338,0.902280439448423
"Study2","G8","T3","Conversation","161",23.123523,87.8477,126.85,3.62143361772875,5.2287504,-0.2411517895772,-0.160963069504093,0.890667535748338,0.902280439448423
"Study2","G8","T3","Conversation","162",23.125192,87.8477,126.85,3.62143361772875,5.2826567,-0.2411517895772,0.0077609823638472,0.890667535748338,0.902280439448423
"Study2","G8","T3","Conversation","163",23.126858,87.8477,126.85,3.62143361772875,5.3241124,-0.2411517895772,0.137515272252443,0.890667535748338,0.902280439448423
"Study2","G8","T3","Conversation","164",23.128524,87.8477,126.85,3.62143361772875,5.3279026,-0.2411517895772,0.149378410724011,0.890667535748338,0.902280439448423
"Study2","G8","T3","Conversation","165",23.130191,87.8477,126.85,3.62143361772875,5.2935822,-0.2411517895772,0.0419572568008453,0.890667535748338,0.902280439448423
"Study2","G8","T3","Conversation","166",23.131859,87.8477,126.85,3.62143361772875,5.2410431,-0.2411517895772,-0.122487526712305,0.890667535748338,0.902280439448423
"Study2","G8","T3","Conversation","167",23.133526,85.296956,126.85,3.62143361772875,5.1897185,-0.2411517895772,-0.283130985315497,0.381168138505029,0.902280439448423
"Study2","G8","T3","Conversation","168",23.135192,83.7989,122.977690337824,3.62143361772875,5.0955508,-0.2411517895772,-0.577871227162637,0.0819383337748291,0.746691071850709
"Study2","G8","T3","Conversation","169",23.136859,83.7989,105.337168543464,3.62143361772875,4.9249056,-0.2411517895772,-1.11198226011824,0.0819383337748291,0.0378950639055689
"Study2","G8","T3","Conversation","170",23.138526,83.7989,105.337168543464,3.62143361772875,4.7598718,-0.2411517895772,-1.62852988871013,0.0819383337748291,0.0378950639055689
