"study","group","trial","condition",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S"
"Study2","G10","T1","Conversation","21",11.043942,112.631983670901,105.452681266328,2.7034546,3.656949,0.191420865744055,-0.37741118694849,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","22",11.045608,112.631983670901,105.452681266328,2.6853862,3.9783115,0.141534156188631,0.0632090751441133,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","23",11.047276,112.631983670901,105.452681266328,2.7006319,4.2607972,0.183627413359665,0.450525340020732,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","24",11.04894,112.631983670901,105.452681266328,2.7263147,4.4771269,0.25453742111741,0.747135084818007,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","25",11.050608,112.631983670901,105.452681266328,2.7463695,4.603827,0.309908565368816,0.920853646470841,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","26",11.052276,112.631983670901,105.452681266328,2.7639612,4.6319463,0.358479109992918,0.959408030805854,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","27",11.053943,112.631983670901,105.452681266328,2.7809481,4.5579221,0.405379806598429,0.857913418319346,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","28",11.055608,112.631983670901,105.452681266328,2.7919062,4.3927794,0.435635034066234,0.631486191257446,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","29",11.057275,112.631983670901,105.452681266328,2.7901587,4.1916533,0.430810200381564,0.355722108965134,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","30",11.058941,112.631983670901,105.452681266328,2.785819,4.0002472,0.418828322990225,0.0932851228571627,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","31",11.060608,112.631983670901,105.452681266328,2.7715887,3.8422823,0.379538577191674,-0.123300619534784,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","32",11.062276,112.631983670901,105.452681266328,2.7549866,3.7267245,0.333700310344023,-0.281741968860996,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","33",11.063943,112.631983670901,105.452681266328,2.7402043,3.6644782,0.292886496909455,-0.367087897587262,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","34",11.065607,112.631983670901,105.452681266328,2.7234281,3.6648312,0.246567541338199,-0.3666038991353,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","35",11.067274,112.631983670901,105.452681266328,2.7054077,3.7192414,0.196813359403299,-0.292002050492378,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","36",11.068942,112.631983670901,105.452681266328,2.6850337,3.8163517,0.140560906475414,-0.158854076357589,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","37",11.070608,112.631983670901,105.452681266328,2.6641082,3.9394319,0.0827857664075604,0.00990123884692319,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","38",11.072276,112.631983670901,105.452681266328,2.6478749,4.0731962,0.0379657534442634,0.193305528160809,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","39",11.073941,112.631983670901,105.452681266328,2.6395421,4.2136266,0.0149589585214456,0.385849710054368,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","40",11.075608,112.631983670901,105.452681266328,2.6276493,4.349655,-0.017876968256838,0.572358307852922,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","41",11.077274,112.631983670901,105.452681266328,2.5855926,4.4469821,-0.133995184466328,0.70580353656104,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","42",11.078943,112.631983670901,105.452681266328,2.4973845,4.5144869,-0.377537051213563,0.798359396901026,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","43",11.080608,112.631983670901,105.452681266328,2.4058681,4.6061189,-0.630213108106144,0.923996071547476,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","44",11.082277,112.631983670901,105.452681266328,2.3656046,4.7465061,-0.741380313292258,1.11648102190244,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","45",11.08394,112.631983670901,117.270909002612,2.3731163,4.9246918,-0.720640568978015,1.36079151187919,0.0102873364024959,1.81431279931833
"Study2","G10","T1","Conversation","46",11.085608,112.631983670901,119.522,2.3922702,5.0863808,-0.667756802504303,1.58248336938432,0.0102873364024959,2.14960046275875
"Study2","G10","T1","Conversation","47",11.087276,112.631983670901,119.522,2.3955217,5.0817143,-0.658779436709907,1.57608512922544,0.0102873364024959,2.14960046275875
"Study2","G10","T1","Conversation","48",11.088942,112.631983670901,119.522,2.3854031,4.8517245,-0.686716811314604,1.26074601543767,0.0102873364024959,2.14960046275875
"Study2","G10","T1","Conversation","49",11.090608,112.631983670901,119.522,2.391561,4.5108337,-0.669714898097533,0.793350492808369,0.0102873364024959,2.14960046275875
"Study2","G10","T1","Conversation","50",11.092276,112.631983670901,115.5836,2.4187105,4.2015839,-0.594755343235178,0.369337958900135,0.0102873364024959,1.56299737331179
"Study2","G10","T1","Conversation","51",11.093941,112.631983670901,111.317,2.4652497,3.9714297,-0.466260979963291,0.0537734362015826,0.0102873364024959,0.92751069307758
"Study2","G10","T1","Conversation","52",11.095607,112.631983670901,111.317,2.5308414,3.8295018,-0.285162814816049,-0.140823968586632,0.0102873364024959,0.92751069307758
"Study2","G10","T1","Conversation","53",11.097277,112.631983670901,111.317,2.6108159,3.7415132,-0.0643538525758842,-0.261465175924642,0.0102873364024959,0.92751069307758
"Study2","G10","T1","Conversation","54",11.098942,112.631983670901,111.317,2.695371,3.6555909,0.169102110051121,-0.379273278443135,0.0102873364024959,0.92751069307758
"Study2","G10","T1","Conversation","55",11.100608,112.631983670901,111.317,2.7719573,3.5384883,0.380556278877607,-0.539832703714364,0.0102873364024959,0.92751069307758
"Study2","G10","T1","Conversation","56",11.102274,112.631983670901,106.201253,2.8291373,3.4541285,0.538429806825799,-0.65549846181022,0.0102873364024959,0.165548222269886
"Study2","G10","T1","Conversation","57",11.103941,112.631983670901,98.1997,2.8617006,3.4490721,0.628336820687907,-0.662431294026938,0.0102873364024959,-1.02623923207035
"Study2","G10","T1","Conversation","58",11.105608,112.631983670901,98.1997,2.8709092,3.4281075,0.653761692486853,-0.691175866111941,0.0102873364024959,-1.02623923207035
"Study2","G10","T1","Conversation","59",11.107276,112.631983670901,98.1997,2.8643734,3.4208754,0.63571640035737,-0.701091801535271,0.0102873364024959,-1.02623923207035
"Study2","G10","T1","Conversation","60",11.108942,112.631983670901,98.1997,2.8265471,3.2585365,0.531278285103319,-0.92367473721017,0.0102873364024959,-1.02623923207035
"Study2","G10","T1","Conversation","61",11.110608,112.631983670901,98.1997,2.7679444,2.960416,0.369476693702664,-1.33242788309738,0.0102873364024959,-1.02623923207035
"Study2","G10","T1","Conversation","62",11.112274,112.631983670901,98.804243,2.7167325,2.7595466,0.228081042672059,-1.60784000390918,0.0102873364024959,-0.936195866362568
"Study2","G10","T1","Conversation","63",11.113942,112.631983670901,99.8336,2.6883109,2.5868131,0.149609229766632,-1.84467498011883,0.0102873364024959,-0.782878784211477
"Study2","G10","T1","Conversation","64",11.115609,112.631983670901,99.8336,2.6701515,2.3248017,0.0994712699306331,-2.20391892345152,0.0102873364024959,-0.782878784211477
"Study2","G10","T1","Conversation","65",11.117276,112.631983670901,99.8336,2.6564689,3.78292123022908,0.061693719502094,-0.2046906078519,0.0102873364024959,-0.782878784211477
"Study2","G10","T1","Conversation","66",11.118941,112.631983670901,99.8336,2.6478356,3.88655205343519,0.0378572464549599,-0.0626023415422054,0.0102873364024959,-0.782878784211477
"Study2","G10","T1","Conversation","67",11.120608,112.631983670901,99.8336,2.6140412,3.88655205343519,-0.0554488247743575,-0.0626023415422054,0.0102873364024959,-0.782878784211477
"Study2","G10","T1","Conversation","68",11.122275,112.631983670901,101.893808,2.5136076,3.88655205343519,-0.332745200369626,-0.0626023415422054,0.0102873364024959,-0.476022096799498
"Study2","G10","T1","Conversation","69",11.123942,112.631983670901,103.448,2.3867037,2.3534819,-0.683125864996846,-2.16459548888504,0.0102873364024959,-0.244533718576425
"Study2","G10","T1","Conversation","70",11.125609,112.631983670901,103.448,2.3009125,2.7925936,-0.919994689951531,-1.56252924798286,0.0102873364024959,-0.244533718576425
"Study2","G10","T1","Conversation","71",11.127275,112.631983670901,103.448,2.2761176,3.1891812,-0.988453212828806,-1.01876781889677,0.0102873364024959,-0.244533718576425
"Study2","G10","T1","Conversation","72",11.128941,112.631983670901,103.448,2.2687106,3.279064,-1.00890388127078,-0.895529473123334,0.0102873364024959,-0.244533718576425
"Study2","G10","T1","Conversation","73",11.130607,112.631983670901,103.448,2.2397458,3.3766047,-1.0888754650818,-0.761791377363262,0.0102873364024959,-0.244533718576425
"Study2","G10","T1","Conversation","74",11.132276,112.631983670901,107.914,2.1902344,3.538113,-1.22557604905616,-0.540347277705926,0.0102873364024959,0.420652498534618
"Study2","G10","T1","Conversation","75",11.133942,112.631983670901,107.914,2.1548072,3.5368922,-1.32339026817694,-0.542021117111465,0.0102873364024959,0.420652498534618
"Study2","G10","T1","Conversation","76",11.135608,112.631983670901,107.914,2.2409818,3.4694372,-1.08546287885333,-0.634508696650013,0.0102873364024959,0.420652498534618
"Study2","G10","T1","Conversation","77",11.137275,112.631983670901,107.914,2.4818325,3.5231597,-0.42047600026306,-0.560849753773138,0.0102873364024959,0.420652498534618
"Study2","G10","T1","Conversation","78",11.138941,112.631983670901,107.914,2.7349364,3.6835692,0.278341866656251,-0.340912219268821,0.0102873364024959,0.420652498534618
"Study2","G10","T1","Conversation","79",11.140607,112.631983670901,107.82864,2.9054715,3.9175599,0.74918792954533,-0.0200874697687033,0.0102873364024959,0.407938594483432
"Study2","G10","T1","Conversation","80",11.142277,112.631983670901,107.72,2.987985,4.1141876,0.97700705071275,0.249508854347103,0.0102873364024959,0.391757262054648
"Study2","G10","T1","Conversation","81",11.143943,112.631983670901,107.72,3.0031576,4.1442025,1.0188984793617,0.290662296658148,0.0102873364024959,0.391757262054648
"Study2","G10","T1","Conversation","82",11.145607,112.631983670901,107.72,2.9457521,3.9665073,0.860402347696255,0.0470243314425501,0.0102873364024959,0.391757262054648
"Study2","G10","T1","Conversation","83",11.147275,112.631983670901,107.72,2.846157,3.6569792,0.585421063972,-0.377369779715489,0.0102873364024959,0.391757262054648
"Study2","G10","T1","Conversation","84",11.148941,112.631983670901,107.72,2.7470494,3.3639611,0.311785763893684,-0.779127022766177,0.0102873364024959,0.391757262054648
"Study2","G10","T1","Conversation","85",11.150609,112.631983670901,107.72,2.6802918,3.3473412,0.127468558063775,-0.801914574810839,0.0102873364024959,0.391757262054648
"Study2","G10","T1","Conversation","86",11.152276,112.631983670901,107.72,2.6380307,3.3475001,0.010785995070223,-0.801696706952435,0.0102873364024959,0.391757262054648
"Study2","G10","T1","Conversation","87",11.153942,112.631983670901,107.72,2.5821532,3.1698693,-0.14349134067523,-1.04524637330031,0.0102873364024959,0.391757262054648
"Study2","G10","T1","Conversation","88",11.155607,112.631983670901,107.72,2.4791531,2.7014439,-0.427873802480346,-1.68750464089168,0.0102873364024959,0.391757262054648
"Study2","G10","T1","Conversation","89",11.157275,112.631983670901,107.72,2.3490693,2.8259462,-0.787034145868014,-1.51679948376497,0.0102873364024959,0.391757262054648
"Study2","G10","T1","Conversation","90",11.158941,112.631983670901,105.996837762409,2.2431336,3.1404936,-1.07952177606496,-1.08552340821619,0.0102873364024959,0.135101693247766
"Study2","G10","T1","Conversation","91",11.160609,112.631983670901,105.452681266328,2.2099341,3.4698361,-1.17118533309742,-0.633961764688291,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","92",11.162276,112.631983670901,105.452681266328,2.2632087,3.687494,-1.02409458367404,-0.335530924299243,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","93",11.16394,112.631983670901,105.452681266328,2.3756226,3.6826591,-0.713720694492242,-0.342160057770608,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","94",11.165608,112.631983670901,105.452681266328,2.5052614,3.4612549,-0.355788992586505,-0.645727451702392,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","95",11.167275,112.631983670901,109.692674258491,2.6184816,3.1976837,-0.0431889154791293,-1.00711003748655,0.0102873364024959,0.685576278534201
"Study2","G10","T1","Conversation","96",11.168942,112.631983670901,114.286,2.6935944,3.2032564,0.164196931496507,-0.999469306117573,0.0102873364024959,1.36972696683546
"Study2","G10","T1","Conversation","97",11.170608,112.631983670901,114.286,2.7353122,3.5702063,0.279379447485263,-0.496344140260155,0.0102873364024959,1.36972696683546
"Study2","G10","T1","Conversation","98",11.172276,112.631983670901,114.286,2.7549677,4.1615382,0.333648127593442,0.314431282390953,0.0102873364024959,1.36972696683546
"Study2","G10","T1","Conversation","99",11.17394,112.631983670901,114.286,2.7628637,4.7759825,0.355448921169499,1.15689612663167,0.0102873364024959,1.36972696683546
"Study2","G10","T1","Conversation","100",11.175608,112.631983670901,115.21548,2.7540038,5.2238522,0.330986807313812,1.77097046510406,0.0102873364024959,1.50816791736846
"Study2","G10","T1","Conversation","101",11.177276,112.631983670901,116.732,2.7312253,5.3778843,0.268095548895346,1.98216394372299,0.0102873364024959,1.73404525771177
"Study2","G10","T1","Conversation","102",11.178943,112.631983670901,116.732,2.7164153,5.130755,0.227205255979768,1.64332485410686,0.0102873364024959,1.73404525771177
"Study2","G10","T1","Conversation","103",11.180608,112.631983670901,116.732,2.7100966,4.5296536,0.209759375233944,0.819154465800104,0.0102873364024959,1.73404525771177
"Study2","G10","T1","Conversation","104",11.182275,112.631983670901,116.732,2.7033389,3.8423368,0.191101418958752,-0.123225894561323,0.0102873364024959,1.73404525771177
"Study2","G10","T1","Conversation","105",11.183941,112.631983670901,117.82208,2.6798982,3.1901885,0.126381831575485,-1.01738670943314,0.0102873364024959,1.89640669782561
"Study2","G10","T1","Conversation","106",11.185608,112.631983670901,119.76,2.6499264,2.6126924,0.0436299287255802,-1.80919186074811,0.0102873364024959,2.18504925802799
"Study2","G10","T1","Conversation","107",11.187276,112.631983670901,119.76,2.6287903,3.31245583473288,-0.014726676277319,-0.849745914146313,0.0102873364024959,2.18504925802799
"Study2","G10","T1","Conversation","108",11.188943,112.631983670901,119.76,2.6135401,3.88655205343519,-0.0568323579127776,-0.0626023415422054,0.0102873364024959,2.18504925802799
"Study2","G10","T1","Conversation","109",11.190607,112.631983670901,119.76,2.5921576,3.88655205343519,-0.115869271367694,-0.0626023415422054,0.0102873364024959,2.18504925802799
"Study2","G10","T1","Conversation","110",11.192274,112.631983670901,120.23112,2.5403326,3.88655205343519,-0.258957686651273,-0.0626023415422054,0.0102873364024959,2.25521999931893
"Study2","G10","T1","Conversation","111",11.193942,112.631983670901,120.968,2.4881192,3.88655205343519,-0.403118471264251,-0.0626023415422054,0.0102873364024959,2.36497423569708
"Study2","G10","T1","Conversation","112",11.195608,112.631983670901,120.968,2.5333923,3.88655205343519,-0.278119800082872,-0.0626023415422054,0.0102873364024959,2.36497423569708
"Study2","G10","T1","Conversation","113",11.197276,112.631983670901,120.968,2.5378757,3.88655205343519,-0.265741168127592,-0.0626023415422054,0.0102873364024959,2.36497423569708
"Study2","G10","T1","Conversation","114",11.198941,112.631983670901,120.968,2.3868194,3.1069995677863,-0.682806418211544,-1.13144709020316,0.0102873364024959,2.36497423569708
"Study2","G10","T1","Conversation","115",11.200608,112.631983670901,111.03819601045,2.1724208,2.6615842,-1.27475925782597,-1.74215629272079,0.0102873364024959,0.885984367254862
"Study2","G10","T1","Conversation","116",11.202274,112.631983670901,105.452681266328,1.9663905,3.3128026,-1.84360728729824,-0.849270464139282,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","117",11.203943,112.631983670901,105.452681266328,2.21295397188453,4.0176029,-1.16284749069862,0.117081530598577,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","118",11.205608,112.631983670901,105.452681266328,2.57100857232262,4.6632841,-0.174261569585649,1.00237530187639,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","119",11.207277,112.631983670901,105.452681266328,2.57100857232262,5.1807676,-0.174261569585649,1.71189715149667,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","120",11.20894,112.631983670901,105.452681266328,2.57100857232262,5.05565107496185,-0.174261569585649,1.54034983015575,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","121",11.210608,112.631983670901,105.452681266328,2.57100857232262,3.88655205343519,-0.174261569585649,-0.0626023415422054,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","122",11.212276,112.631983670901,105.452681266328,2.57100857232262,3.88655205343519,-0.174261569585649,-0.0626023415422054,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","123",11.213942,112.631983670901,105.452681266328,2.57100857232262,3.88655205343519,-0.174261569585649,-0.0626023415422054,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","124",11.215608,112.631983670901,105.452681266328,2.57100857232262,3.88655205343519,-0.174261569585649,-0.0626023415422054,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","125",11.217276,112.631983670901,105.452681266328,2.57100857232262,3.88655205343519,-0.174261569585649,-0.0626023415422054,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","126",11.218941,112.631983670901,105.452681266328,2.57100857232262,4.2486841222138,-0.174261569585649,0.433917093853547,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","127",11.220607,112.631983670901,105.452681266328,2.57100857232262,5.5570223,-0.174261569585649,2.22778013263969,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","128",11.222277,112.631983670901,105.452681266328,2.57100857232262,5.5006959,-0.174261569585649,2.15055098135187,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","129",11.223942,112.631983670901,105.452681266328,2.57100857232262,5.4643893,-0.174261569585649,2.10077098646232,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","130",11.225608,112.631983670901,105.452681266328,2.4813290436439,5.4381749,-0.421866039282039,2.06482841133735,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","131",11.227274,112.631983670901,105.452681266328,2.0093388,5.4143793,-1.72502737053753,2.03220225393364,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","132",11.228941,112.631983670901,105.452681266328,2.3501738,5.397797,-0.783984630099935,2.00946625526516,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","133",11.230608,112.631983670901,105.452681266328,2.6334866,5.3700525,-0.00176022910517686,1.97142575937149,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","134",11.232276,112.631983670901,105.452681266328,2.8292019,5.3129084,0.538608166915086,1.89307545926166,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","135",11.233942,112.631983670901,105.452681266328,2.9526702,5.2177003,0.879503167103363,1.76253559236574,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","136",11.235608,112.631983670901,105.452681266328,3.0190402,5.0810363,1.06275021239755,1.57515552313357,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","137",11.237274,112.631983670901,105.452681266328,3.0351766,4.9135869,1.10730268522691,1.34556557870867,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","138",11.238942,112.631983670901,105.452681266328,3.0154113,4.7004549,1.05273084818679,1.05334020175796,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","139",11.240609,112.631983670901,105.452681266328,2.9764003,4.4498323,0.945021785598699,0.709711447008017,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","140",11.242276,112.631983670901,105.452681266328,2.937262,4.2184543,0.836961248717016,0.392468971602635,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","141",11.243941,112.631983670901,105.452681266328,2.9208559,4.0243716,0.791664136319834,0.12636209808242,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","142",11.245608,112.631983670901,105.452681266328,2.9230533,3.8390321,0.7977311403477,-0.127756970153956,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","143",11.247275,112.631983670901,105.452681266328,2.9428046,3.6245788,0.852264323498507,-0.421793982103463,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","144",11.248942,112.631983670901,105.452681266328,2.9671053,3.4290955,0.919358364082812,-0.689821218886619,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","145",11.250609,112.631983670901,105.452681266328,2.9817753,3.3208373,0.959862118105196,-0.838254083510442,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","146",11.252275,112.631983670901,105.452681266328,2.9720533,3.3242254,0.933019752965072,-0.833608658141907,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","147",11.253941,112.631983670901,105.452681266328,2.9555362,3.4325192,0.887416170445432,-0.685126982342758,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","148",11.255607,112.631983670901,105.452681266328,2.9615447,3.5840753,0.904005591443626,-0.477328348389722,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","149",11.257276,112.631983670901,105.452681266328,2.9856507,3.7397188,0.970562066867184,-0.263925478537109,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","150",11.258942,112.631983670901,105.452681266328,2.9911368,3.8590457,0.985709145595351,-0.100316314578347,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","151",11.260608,112.631983670901,105.452681266328,2.9721377,3.923523,0.933252780697825,-0.0119114607916624,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","152",11.262275,112.631983670901,105.452681266328,2.9535087,3.9410221,0.881818258974376,0.0120815627514852,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","153",11.263941,112.631983670901,105.452681266328,2.9452006,3.9260287,0.858879660556287,-0.00847589444298946,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","154",11.265607,112.631983670901,105.452681266328,2.950689,3.8797914,0.87403308956627,-0.0718718763775778,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","155",11.267277,112.631983670901,105.452681266328,2.9543459,3.7853244,0.884129761555667,-0.20139562074446,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","156",11.268943,112.631983670901,105.452681266328,2.9543465,3.6748047,0.884131418150924,-0.352929228991831,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","157",11.270607,112.631983670901,105.452681266328,2.9493162,3.5685552,0.870242799619309,-0.498607964180933,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","158",11.272275,112.631983670901,105.452681266328,2.9377199,3.4687593,0.838225506996964,-0.635438165631841,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","159",11.273941,112.631983670901,105.452681266328,2.9223321,3.3613593,0.795739912849339,-0.782694351866219,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","160",11.275609,112.631983670901,105.452681266328,2.9053378,3.2291539,0.748818784902331,-0.963961232719018,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","161",11.277276,112.631983670901,105.452681266328,2.9004716,3.1239077,0.735383245173379,-1.10826434284621,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","162",11.278942,112.631983670901,105.452681266328,2.9004562,3.0459073,0.735340725895127,-1.21521072486442,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","163",11.280607,112.631983670901,105.452681266328,2.8999465,2.9469666,0.733933448224698,-1.35086836122718,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","164",11.282275,112.631983670901,105.452681266328,2.8917563,2.774866,0.711320370774518,-1.58683556797437,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","165",11.283941,112.631983670901,105.452681266328,2.8782956,2.5338936,0.674155484491688,-1.91723292935002,0.0102873364024959,0.0540525662561179
"Study2","G10","T1","Conversation","166",11.285609,112.631983670901,105.452681266328,2.8638214,2.2611146,0.634192332721354,-2.29124033367803,0.0102873364024959,0.0540525662561179
