"study","group","trial","condition",".groups","time","HR1","HR2","Resp1","Resp2","Resp1S","Resp2S","HR1S","HR2S"
"Study2","G7","T1","Conversation","44",16.676992,108.108,122.951,-0.74473571,1.2380246,-0.924043803772967,2.00768844116126,0.573030102550147,1.86665880249727
"Study2","G7","T1","Conversation","45",16.678657,108.108,122.951,-1.18952955,1.0590971,-1.17917923237677,1.89210380692694,0.573030102550147,1.86665880249727
"Study2","G7","T1","Conversation","46",16.680323,108.108,122.951,-1.9268065,0.95708921,-1.60208407889613,1.82620815279515,0.573030102550147,1.86665880249727
"Study2","G7","T1","Conversation","47",16.681992,108.108,122.71506,-2.8092135,0.88406974,-2.10823607090212,1.7790386079687,0.573030102550147,1.84820985501953
"Study2","G7","T1","Conversation","48",16.683658,110.17055,122.449,-3.512723,0.83700867,-2.51177178041048,1.74863782238445,0.774623618117536,1.82740572275739
"Study2","G7","T1","Conversation","49",16.685325,111.013,122.449,-3.737665,0.82918402,-2.64079936222456,1.74358320915696,0.856964631518301,1.82740572275739
"Study2","G7","T1","Conversation","50",16.686992,111.013,122.449,-3.3448275,0.85013418,-2.41546628671671,1.75711671619613,0.856964631518301,1.82740572275739
"Study2","G7","T1","Conversation","51",16.68866,111.013,122.449,-2.5423002,0.86892382,-1.95513359269434,1.76925455787387,0.856964631518301,1.82740572275739
"Study2","G7","T1","Conversation","52",16.690326,111.013,121.48517,-1.7086973,0.85830995,-1.47697581700016,1.76239814797735,0.856964631518301,1.75204059159067
"Study2","G7","T1","Conversation","53",16.691992,111.013,120.482,-1.09877012,0.84670107,-1.12711928012364,1.75489897569433,0.856964631518301,1.67359933262122
"Study2","G7","T1","Conversation","54",16.693658,111.013,120.482,-0.76399536,0.86764825,-0.935091211842982,1.76843055769564,0.856964631518301,1.67359933262122
"Study2","G7","T1","Conversation","55",16.695324,111.013,120.482,-0.58721009,0.89425663,-0.833686512460704,1.78561919482447,0.856964631518301,1.67359933262122
"Study2","G7","T1","Conversation","56",16.696992,111.013,120.482,-0.40361021,0.91088868,-0.728372927013102,1.79636326387935,0.856964631518301,1.67359933262122
"Study2","G7","T1","Conversation","57",16.698657,111.013,119.58362,-0.154492204,0.92101129,-0.585477896736301,1.8029023267643,0.856964631518301,1.60335195856401
"Study2","G7","T1","Conversation","58",16.700324,112.42022,118.343,0.07469177907,0.91873769,-0.454017097392291,1.80143361332229,0.994506231468237,1.50634368010406
"Study2","G7","T1","Conversation","59",16.701993,112.995,118.343,0.24558716,0.91720565,-0.355990860653073,1.80044393715159,1.05068519482807,1.50634368010406
"Study2","G7","T1","Conversation","60",16.703659,112.995,118.343,0.33331606,0.91019896,-0.305669231867836,1.79591771451481,1.05068519482807,1.50634368010406
"Study2","G7","T1","Conversation","61",16.705325,112.995,118.343,0.3220764,0.87423099,-0.312116343346406,1.77268291462881,1.05068519482807,1.50634368010406
"Study2","G7","T1","Conversation","62",16.706993,112.995,118.343,0.22083432,0.8302215,-0.370189183279487,1.74425340656276,1.05068519482807,1.50634368010406
"Study2","G7","T1","Conversation","63",16.70866,112.995,108.45784,0.0793487311,0.78978581,-0.451345852097704,1.71813252274857,1.05068519482807,0.733389549184666
"Study2","G7","T1","Conversation","64",16.710324,112.995,103.806,-0.0872802793,0.7356842,-0.546924882567712,1.68318364790631,1.05068519482807,0.369646428752011
"Study2","G7","T1","Conversation","65",16.711992,112.995,103.806,-0.28028264,0.64942016,-0.657631766500143,1.62745829819218,1.05068519482807,0.369646428752011
"Study2","G7","T1","Conversation","66",16.713658,112.995,103.806,-0.49614565,0.58560181,-0.781451605318183,1.58623254674432,1.05068519482807,0.369646428752011
"Study2","G7","T1","Conversation","67",16.715324,112.995,103.806,-0.75625302,0.62264402,-0.930650176341465,1.61016129047617,1.05068519482807,0.369646428752011
"Study2","G7","T1","Conversation","68",16.716991,112.39576,103.806,-1.04918191,0.71521613,-1.09867529535073,1.66996156418842,0.992115512508319,0.369646428752011
"Study2","G7","T1","Conversation","69",16.718658,112.151,103.806,-1.2890067,0.77495722,-1.2362397017878,1.7085534633454,0.968192684518562,0.369646428752011
"Study2","G7","T1","Conversation","70",16.720326,112.151,97.070723,-1.17849122,0.77654102,-1.17284760454753,1.709576575744,0.968192684518562,-0.157007685095045
"Study2","G7","T1","Conversation","71",16.721992,112.151,82.0793,-0.57036743,0.69101867,-0.824025498994492,1.65433034727934,0.968192684518562,-1.3292378094643
"Study2","G7","T1","Conversation","72",16.723659,112.151,82.0793,0.3977385703,0.43423156,-0.268716236347207,1.48844950623792,0.968192684518562,-1.3292378094643
"Study2","G7","T1","Conversation","73",16.725325,112.151,82.0793,1.50640598,-0.0205596935,0.367219582262327,1.19466078908282,0.968192684518562,-1.3292378094643
"Study2","G7","T1","Conversation","74",16.726993,112.151,82.0793,2.4874481,-0.56227112,0.929949052087234,0.844722869576,0.968192684518562,-1.3292378094643
"Study2","G7","T1","Conversation","75",16.728658,112.151,82.0793,3.0613096,-1.01380601,1.25911817853404,0.553037717183626,0.968192684518562,-1.3292378094643
"Study2","G7","T1","Conversation","76",16.730323,112.151,82.0793,3.1659856,-1.2938871,1.31916072796443,0.372109294534222,0.968192684518562,-1.3292378094643
"Study2","G7","T1","Conversation","77",16.731992,112.151,82.088308,2.980191,-1.4326507,1.21258824282553,0.282469971618302,0.968192684518562,-1.32853344344379
"Study2","G7","T1","Conversation","78",16.733658,109.2187,82.3045,2.7029941,-1.5117795,1.05358705277051,0.231353886022733,0.681589855157695,-1.3116286589515
"Study2","G7","T1","Conversation","79",16.735323,108.021,82.3045,2.4505247,-1.5791751,0.908769650222069,0.187817281671793,0.564526727672271,-1.3116286589515
"Study2","G7","T1","Conversation","80",16.736991,108.021,82.3045,2.2949096,-1.6383052,0.819508240406403,0.149620073412922,0.564526727672271,-1.3116286589515
"Study2","G7","T1","Conversation","81",16.73866,108.021,82.3045,2.3102936,-1.6701262,0.828332560980719,0.129064157491834,0.564526727672271,-1.3116286589515
"Study2","G7","T1","Conversation","82",16.740325,108.021,82.3045,2.2743684,-1.6192626,0.80772573041023,0.161921323672779,0.564526727672271,-1.3116286589515
"Study2","G7","T1","Conversation","83",16.741992,108.021,82.3045,1.80961,-1.4400331,0.541138554694806,0.277701045635591,0.564526727672271,-1.3116286589515
"Study2","G7","T1","Conversation","84",16.743659,108.021,82.3045,1.04767793,-1.1734407,0.104091438110562,0.449915965330166,0.564526727672271,-1.3116286589515
"Study2","G7","T1","Conversation","85",16.745326,108.021,82.142356,-0.0285370551,-1.01704393,-0.513229547030159,0.55094606666104,0.564526727672271,-1.32430724732071
"Study2","G7","T1","Conversation","86",16.746991,108.021,82.0793,-1.18161331,-1.3123812,-1.17463844717765,0.360162367516335,0.564526727672271,-1.3292378094643
"Study2","G7","T1","Conversation","87",16.748657,108.021,82.0793,-1.6294707,-2.092648,-1.43153113964622,-0.143878949124135,0.564526727672271,-1.3292378094643
"Study2","G7","T1","Conversation","88",16.750324,107.88113,82.0793,-1.6550871,-2.6677014,-1.44622480355417,-0.51535531192027,0.550855842107115,-1.3292378094643
"Study2","G7","T1","Conversation","89",16.751992,107.824,82.0793,-2.4875729,-4.1015891,-1.92374180646405,-1.44162648509152,0.545271959270643,-1.3292378094643
"Study2","G7","T1","Conversation","90",16.753658,107.824,82.0793,-1.4626224477337,-5.0708135,-1.33582635121264,-2.06773173869973,0.545271959270643,-1.3292378094643
"Study2","G7","T1","Conversation","91",16.755324,107.824,82.0793,0.362283494842076,-5.710333,-0.289053401702594,-2.4808522902819,0.545271959270643,-1.3292378094643
"Study2","G7","T1","Conversation","92",16.756993,107.824,85.257552,0.362283494842076,-3.56621491081633,-0.289053401702594,-1.09578233125662,0.545271959270643,-1.08071952422634
"Study2","G7","T1","Conversation","93",16.75866,107.824,86.2069,0.362283494842076,-2.30275001590637,-0.289053401702594,-0.279601879698988,0.545271959270643,-1.00648678967475
"Study2","G7","T1","Conversation","94",16.760325,107.824,86.2069,0.362283494842076,-2.30275001590637,-0.289053401702594,-0.279601879698988,0.545271959270643,-1.00648678967475
"Study2","G7","T1","Conversation","95",16.761992,107.824,86.2069,0.362283494842076,-2.30275001590637,-0.289053401702594,-0.279601879698988,0.545271959270643,-1.00648678967475
"Study2","G7","T1","Conversation","96",16.76366,107.824,86.2069,0.362283494842076,-2.30275001590637,-0.289053401702594,-0.279601879698988,0.545271959270643,-1.00648678967475
"Study2","G7","T1","Conversation","97",16.765324,107.824,86.2069,0.362283494842076,-2.30275001590637,-0.289053401702594,-0.279601879698988,0.545271959270643,-1.00648678967475
"Study2","G7","T1","Conversation","98",16.766991,104.11417798855,86.2069,0.362283494842076,-2.30275001590637,-0.289053401702594,-0.279601879698988,0.18267417428726,-1.00648678967475
"Study2","G7","T1","Conversation","99",16.768658,102.598898575423,86.2069,0.362283494842076,-2.30275001590637,-0.289053401702594,-0.279601879698988,0.0345708536602436,-1.00648678967475
"Study2","G7","T1","Conversation","100",16.770324,102.598898575423,86.2069,0.362283494842076,-2.30275001590637,-0.289053401702594,-0.279601879698988,0.0345708536602436,-1.00648678967475
"Study2","G7","T1","Conversation","101",16.771992,102.598898575423,86.2069,0.362283494842076,-2.30275001590637,-0.289053401702594,-0.279601879698988,0.0345708536602436,-1.00648678967475
"Study2","G7","T1","Conversation","102",16.773658,102.598898575423,86.2069,0.362283494842076,-2.30275001590637,-0.289053401702594,-0.279601879698988,0.0345708536602436,-1.00648678967475
"Study2","G7","T1","Conversation","103",16.775326,102.598898575423,86.2069,0.362283494842076,-2.30275001590637,-0.289053401702594,-0.279601879698988,0.0345708536602436,-1.00648678967475
"Study2","G7","T1","Conversation","104",16.776993,102.598898575423,86.2069,0.362283494842076,-2.30275001590637,-0.289053401702594,-0.279601879698988,0.0345708536602436,-1.00648678967475
"Study2","G7","T1","Conversation","105",16.778659,102.598898575423,86.2069,0.362283494842076,-2.30275001590637,-0.289053401702594,-0.279601879698988,0.0345708536602436,-1.00648678967475
"Study2","G7","T1","Conversation","106",16.780325,102.598898575423,86.2069,0.362283494842076,-4.13415060795318,-0.289053401702594,-1.46266075867656,0.0345708536602436,-1.00648678967475
"Study2","G7","T1","Conversation","107",16.781992,102.598898575423,100.605918810847,0.362283494842076,-4.7519994,-0.289053401702594,-1.86178233943329,0.0345708536602436,0.119421245301916
"Study2","G7","T1","Conversation","108",16.783658,102.598898575423,100.899776337599,0.362283494842076,-3.531085,-0.289053401702594,-1.0730889057497,0.0345708536602436,0.14239896030144
"Study2","G7","T1","Conversation","109",16.785323,102.598898575423,100.899776337599,-2.17585852144422,-2.7582491,-1.74494126018221,-0.573847845405952,0.0345708536602436,0.14239896030144
"Study2","G7","T1","Conversation","110",16.786991,102.598898575423,100.899776337599,-1.959726,-2.3748442,-1.62096682858062,-0.326173702917245,0.0345708536602436,0.14239896030144
"Study2","G7","T1","Conversation","111",16.788658,102.598898575423,100.899776337599,-1.499097,-2.352664,-1.35674829232044,-0.311845607435867,0.0345708536602436,0.14239896030144
"Study2","G7","T1","Conversation","112",16.790324,102.598898575423,100.899776337599,-1.7544805,-2.5546998,-1.5032372336485,-0.442357876624446,0.0345708536602436,0.14239896030144
"Study2","G7","T1","Conversation","113",16.791992,102.598898575423,100.899776337599,-1.689731,-2.9391969,-1.46609667559944,-0.690737564864984,0.0345708536602436,0.14239896030144
"Study2","G7","T1","Conversation","114",16.793659,102.598898575423,100.637047574223,-1.18694191,-3.35239,-1.17769495228766,-0.957654463226875,0.0345708536602436,0.121855308710286
"Study2","G7","T1","Conversation","115",16.795326,102.598898575423,74.6269,-0.59369815,-3.5927215,-0.837408088211185,-1.11290521295784,0.0345708536602436,-1.91196619881396
"Study2","G7","T1","Conversation","116",16.796992,102.598898575423,74.6269,-0.29869993,-3.6960152,-0.66819599368879,-1.17963148216302,0.0345708536602436,-1.91196619881396
"Study2","G7","T1","Conversation","117",16.798659,102.598898575423,74.6269,-0.03672485487,-3.5861515,-0.517926099940247,-1.10866108588447,0.0345708536602436,-1.91196619881396
"Study2","G7","T1","Conversation","118",16.800324,102.598898575423,74.6269,0.21668395,-3.4947358,-0.372569851206036,-1.04960783667586,0.0345708536602436,-1.91196619881396
"Study2","G7","T1","Conversation","119",16.801992,102.598898575423,74.6269,0.20832824,-3.9637384,-0.377362718059001,-1.35257688266346,0.0345708536602436,-1.91196619881396
"Study2","G7","T1","Conversation","120",16.803657,102.598898575423,108.182851,0.23744816,-4.7008267,-0.360659421830554,-1.82872549902429,0.0345708536602436,0.711887228179503
"Study2","G7","T1","Conversation","121",16.805323,102.598898575423,116.054,0.0087432767,-5.13554230302221,-0.491845407734784,-2.10954562992242,0.0345708536602436,1.32735901969649
"Study2","G7","T1","Conversation","122",16.806992,102.598898575423,116.054,-1.36843869,-2.30275001590637,-1.28180219162242,-0.279601879698988,0.0345708536602436,1.32735901969649
"Study2","G7","T1","Conversation","123",16.808658,102.598898575423,116.054,-2.21704662628948,-2.30275001590637,-1.76856691287352,-0.279601879698988,0.0345708536602436,1.32735901969649
"Study2","G7","T1","Conversation","124",16.810325,102.598898575423,116.054,0.362283494842076,-2.30275001590637,-0.289053401702594,-0.279601879698988,0.0345708536602436,1.32735901969649
"Study2","G7","T1","Conversation","125",16.811992,102.598898575423,117.81653,0.362283494842076,-2.30275001590637,-0.289053401702594,-0.279601879698988,0.0345708536602436,1.46517720821031
"Study2","G7","T1","Conversation","126",16.81366,102.598898575423,118.343,-2.24094754670211,-4.0381921087485,-1.78227657120311,-1.40067292543545,0.0345708536602436,1.50634368010406
"Study2","G7","T1","Conversation","127",16.815326,102.598898575423,118.343,-2.8276886,-5.8264463,-2.11883345812538,-2.55585983976558,0.0345708536602436,1.50634368010406
"Study2","G7","T1","Conversation","128",16.816992,117.686470586873,118.343,-1.8512025,-4.16592060827131,-1.55871733860098,-1.4831837295245,1.50922925377871,1.50634368010406
"Study2","G7","T1","Conversation","129",16.818658,123.849,118.343,-1.6964327,-2.30275001590637,-1.4699407960618,-0.279601879698988,2.11155451579893,1.50634368010406
"Study2","G7","T1","Conversation","130",16.820324,123.849,119.60232,-2.72045359030948,-2.30275001590637,-2.05732305105966,-0.279601879698988,2.11155451579893,1.60481417488102
"Study2","G7","T1","Conversation","131",16.821992,123.849,120,0.362283494842076,-5.68544610095438,-0.289053401702594,-2.46477570550084,2.11155451579893,1.63591012060006
"Study2","G7","T1","Conversation","132",16.823657,123.849,120,0.362283494842076,-4.5470341,-0.289053401702594,-1.72937765467981,2.11155451579893,1.63591012060006
"Study2","G7","T1","Conversation","133",16.825324,123.849,120,0.362283494842076,-2.8566384,-0.289053401702594,-0.637405941579382,2.11155451579893,1.63591012060006
"Study2","G7","T1","Conversation","134",16.826993,123.849,120,0.362283494842076,-1.41694587,-0.289053401702594,0.29261506966786,2.11155451579893,1.63591012060006
"Study2","G7","T1","Conversation","135",16.828659,123.849,121.61933,0.362283494842076,-0.431838962,-0.289053401702594,0.928980198800539,2.11155451579893,1.76253101624784
"Study2","G7","T1","Conversation","136",16.830325,123.849,121.951,0.362283494842076,0.17385562447,-0.289053401702594,1.32025033466476,2.11155451579893,1.78846541656125
"Study2","G7","T1","Conversation","137",16.831993,123.849,121.951,0.362283494842076,0.54912719,-0.289053401702594,1.56267045812442,2.11155451579893,1.78846541656125
"Study2","G7","T1","Conversation","138",16.83366,111.13503,121.951,0.362283494842076,0.74098208,-0.289053401702594,1.68660600345265,0.868891836533786,1.78846541656125
"Study2","G7","T1","Conversation","139",16.835324,105.942,121.951,-2.06404698165054,0.79219966,-1.68080573814326,1.71969183570687,0.361325390073374,1.78846541656125
"Study2","G7","T1","Conversation","140",16.836992,105.942,121.72376,-1.8504058,0.78638902,-1.55826034846827,1.71593824445306,0.361325390073374,1.77069675154114
"Study2","G7","T1","Conversation","141",16.838658,105.942,121.704,-0.542327926,0.8067047,-0.807941933469218,1.72906188638636,0.361325390073374,1.76915165023505
"Study2","G7","T1","Conversation","142",16.840324,105.942,121.704,0.3383575526,0.86765441,-0.302777412648164,1.76843453696852,0.361325390073374,1.76915165023505
"Study2","G7","T1","Conversation","143",16.841991,105.942,121.704,0.80766603,0.88785397,-0.0335802953300653,1.78148316702423,0.361325390073374,1.76915165023505
"Study2","G7","T1","Conversation","144",16.843658,105.942,111.926014878671,0.94810785,0.90520935,0.0469776637001187,1.79269449702827,0.361325390073374,1.00457788596625
"Study2","G7","T1","Conversation","145",16.845326,105.942,100.899776337599,0.79893491,1.00814203,-0.0385884987786366,1.85918755241975,0.361325390073374,0.14239896030144
"Study2","G7","T1","Conversation","146",16.846992,105.942,100.899776337599,0.43249818,1.168155,-0.248777992780456,1.96255366780279,0.361325390073374,0.14239896030144
"Study2","G7","T1","Conversation","147",16.848659,105.942,100.899776337599,0.0248412726,1.3275423,-0.482611536412266,2.06551560921535,0.361325390073374,0.14239896030144
"Study2","G7","T1","Conversation","148",16.850325,103.56839798855,100.899776337599,-0.2985565,1.503894,-0.668113721698412,2.17943631308201,0.129329669220051,0.14239896030144
"Study2","G7","T1","Conversation","149",16.851993,102.598898575423,100.899776337599,-0.50818173,0.863782396659663,-0.7883555463204,1.76593327111674,0.0345708536602436,0.14239896030144
"Study2","G7","T1","Conversation","150",16.853658,102.598898575423,100.899776337599,-0.62994083,-2.30275001590637,-0.858197026510219,-0.279601879698988,0.0345708536602436,0.14239896030144
"Study2","G7","T1","Conversation","151",16.855323,102.598898575423,100.899776337599,-0.72494503,-2.30275001590637,-0.912691794886871,-0.279601879698988,0.0345708536602436,0.14239896030144
"Study2","G7","T1","Conversation","152",16.856992,102.598898575423,100.899776337599,-0.8867096,-2.30275001590637,-1.00548056394865,-0.279601879698988,0.0345708536602436,0.14239896030144
"Study2","G7","T1","Conversation","153",16.858658,102.598898575423,100.899776337599,-1.138632,-2.30275001590637,-1.14998420522861,-0.279601879698988,0.0345708536602436,0.14239896030144
"Study2","G7","T1","Conversation","154",16.860323,102.598898575423,100.899776337599,-1.3970368,-2.30275001590637,-1.29820617566166,-0.279601879698988,0.0345708536602436,0.14239896030144
"Study2","G7","T1","Conversation","155",16.861991,102.598898575423,87.3362,-1.6386511,-2.30275001590637,-1.43679705180173,-0.279601879698988,0.0345708536602436,-0.91818299893719
"Study2","G7","T1","Conversation","156",16.86366,102.598898575423,87.3362,-1.8100342,-2.30275001590637,-1.5351030460438,-0.279601879698988,0.0345708536602436,-0.91818299893719
"Study2","G7","T1","Conversation","157",16.865325,102.598898575423,87.3362,-1.880017,-2.30275001590637,-1.57524544476248,-0.279601879698988,0.0345708536602436,-0.91818299893719
"Study2","G7","T1","Conversation","158",16.866992,105.849350586873,87.3362,-1.8937012,-2.30275001590637,-1.58309475362904,-0.279601879698988,0.352269841889032,-0.91818299893719
"Study2","G7","T1","Conversation","159",16.868659,107.177,87.3362,-1.8703556,-2.30275001590637,-1.56970362918808,-0.279601879698988,0.482034217362763,-0.91818299893719
"Study2","G7","T1","Conversation","160",16.870326,107.177,97.213544,-1.8330289,-2.30275001590637,-1.54829289291784,-0.279601879698988,0.482034217362763,-0.145840027522275
"Study2","G7","T1","Conversation","161",16.871991,107.177,107.914,-1.8548708,-2.30275001590637,-1.56082148935259,-0.279601879698988,0.482034217362763,0.690864858177216
"Study2","G7","T1","Conversation","162",16.873657,107.177,107.914,-1.9633787,-2.30275001590637,-1.62306203111323,-0.279601879698988,0.482034217362763,0.690864858177216
"Study2","G7","T1","Conversation","163",16.875324,107.177,107.914,-2.1645876,-2.30275001590637,-1.73847621702102,-0.279601879698988,0.482034217362763,0.690864858177216
"Study2","G7","T1","Conversation","164",16.876992,107.177,107.914,-2.4493286,-2.30275001590637,-1.90180473136393,-0.279601879698988,0.482034217362763,0.690864858177216
"Study2","G7","T1","Conversation","165",16.878658,107.177,107.914,-2.7723142,-2.30275001590637,-2.08707049288809,-0.279601879698988,0.482034217362763,0.690864858177216
"Study2","G7","T1","Conversation","166",16.880324,107.177,106.792616,-2.55578983113474,-2.30275001590637,-1.96287129612402,-0.279601879698988,0.482034217362763,0.603180046282728
"Study2","G7","T1","Conversation","167",16.881993,107.177,93.8967,0.362283494842076,-2.30275001590637,-0.289053401702594,-0.279601879698988,0.482034217362763,-0.405195290503876
"Study2","G7","T1","Conversation","168",16.88366,96.519119,93.8967,0.362283494842076,-2.30275001590637,-0.289053401702594,-0.279601879698988,-0.5596664440946,-0.405195290503876
"Study2","G7","T1","Conversation","169",16.885325,92.1659,93.8967,0.362283494842076,-2.30275001590637,-0.289053401702594,-0.279601879698988,-0.985149812858876,-0.405195290503876
