"","Resp1","Resp2","HR1","HR2","Resp1S","Resp2S","HR1S","HR2S"
"1",5.4588687,4.06515505173183,111.111,116.1234,-0.49881251357297,-0.67102390068805,0.767362138552056,-0.158842632372108
"2",5.5967226,4.5443389749751,111.111,114.723,-0.0129037663354337,-0.144688974281901,0.767362138552056,-0.218638172029601
"3",5.6893709,4.5443389749751,111.111,114.723,0.313663848992735,-0.144688974281901,0.767362138552056,-0.218638172029601
"4",5.7255087,4.5443389749751,111.111,114.723,0.44104271260066,-0.144688974281901,0.767362138552056,-0.218638172029601
"5",5.717276,4.5443389749751,121.01244,114.723,0.41202401277873,-0.144688974281901,1.16443132767783,-0.218638172029601
"6",5.6760587,4.5443389749751,147.783,114.723,0.266740878913721,-0.144688974281901,2.23798876494383,-0.218638172029601
"7",5.6199737,4.5443389749751,111.628561867792,112.44096,0.0690519336693896,-0.144688974281901,0.788117490416702,-0.316078769944472
"8",5.5603881,4.5443389749751,97.5685025941559,110.497,-0.14097595998757,-0.144688974281901,0.224278661433931,-0.399083723723807
"9",5.4906129,3.27175374374378,97.5685025941559,110.497,-0.386920253331816,-1.54249474683833,0.224278661433931,-0.399083723723807
"10",5.4180424,3.1763091,97.5685025941559,110.497,-0.642717446892549,-1.6473310051183,0.224278661433931,-0.399083723723807
"11",5.359863,3.6994147,97.5685025941559,110.497,-0.847788753319365,-1.0727525726552,0.224278661433931,-0.399083723723807
"12",5.3260136,4.2620793,97.5685025941559,113.1646,-0.967101442686459,-0.45472259195822,0.224278661433931,-0.285180137898094
"13",5.3268031,4.7598567,97.5685025941559,114.943,-0.96431860552375,0.0920353823543491,0.224278661433931,-0.209244414014285
"14",5.3720769,5.1483853,95.885045764026,114.943,-0.804737081601086,0.518794633173085,0.156768396415114,-0.209244414014285
"15",5.4458952,5.4096254,92.3077,114.943,-0.544541630647542,0.805740380178097,0.013309083250126,-0.209244414014285
"16",5.5165765,5.5271968,92.3077,114.943,-0.295403507343662,0.934880635442986,0.013309083250126,-0.209244414014285
"17",5.5592718,5.5266237,92.3077,115.45406,-0.144910704920728,0.934251143234062,0.013309083250126,-0.187422714144706
"18",5.5716503,5.4585087,92.3077,116.054,-0.101278849545728,0.859433726010418,0.013309083250126,-0.16180593603694
"19",5.5665283,5.3617398,92.3077,116.054,-0.119332924209925,0.75314290657897,0.013309083250126,-0.16180593603694
"20",5.5577149,5.2674653,104.195026,116.054,-0.150398480954445,0.64959193249029,0.49001660212554,-0.16180593603694
"21",5.549314,5.1952237,104.396652230974,116.054,-0.180010053747581,0.570241863810799,0.498102250681644,-0.16180593603694
"22",5.54641,5.1929136,97.5685025941559,115.899,-0.190246100765314,0.567704453320769,0.224278661433931,-0.16842426554773
"23",5.5473228,5.3063388,97.5685025941559,114.504,-0.187028654581503,0.692290528518233,0.224278661433931,-0.227989231144847
"24",5.5489424,5.5257788,97.5685025941559,114.504,-0.181319872987179,0.933323106299286,0.224278661433931,-0.227989231144847
"25",5.5493481,5.8098454,97.5685025941559,114.504,-0.179889857740935,1.24534144780265,0.224278661433931,-0.227989231144847
"26",5.5434426,6.1010584,97.5685025941559,114.504,-0.200705620710363,1.56520938470273,0.224278661433931,-0.227989231144847
"27",5.5364089,5.29341361573581,97.5685025941559,114.504,-0.225498073846939,0.678093524865786,0.224278661433931,-0.227989231144847
"28",5.5329353,4.5443389749751,97.5685025941559,117.49842,-0.237741852400933,-0.144688974281901,0.224278661433931,-0.100130790798382
"29",5.5384844,4.5443389749751,97.5685025941559,118.343,-0.218182331565498,-0.144688974281901,0.224278661433931,-0.064068153777584
"30",5.5461623,4.5443389749751,97.5685025941559,118.343,-0.191119196098059,-0.144688974281901,0.224278661433931,-0.064068153777584
"31",5.5575439,4.5443389749751,73.2923265707143,118.343,-0.151001223392472,-0.144688974281901,-0.749248575887367,-0.064068153777584
"32",5.5693784,4.5443389749751,66.4452,118.343,-0.109286864428506,-0.144688974281901,-1.02383318128568,-0.064068153777584
"33",5.5764158,4.5443389749751,66.4452,118.343,-0.0844813694964824,-0.144688974281901,-1.02383318128568,-0.064068153777584
"34",5.574462,4.5443389749751,66.4452,118.343,-0.0913681424521452,-0.144688974281901,-1.02383318128568,-0.064068153777584
"35",5.5686646,6.20415203849851,66.4452,118.343,-0.111802873506074,1.67844728772918,-1.02383318128568,-0.064068153777584
"36",5.5628259,6.2544156,66.4452,118.343,-0.132383179195617,1.73365671079317,-1.02383318128568,-0.064068153777584
"37",5.5618573,6.2092071,66.4452,118.343,-0.135797309753943,1.68399975995187,-1.02383318128568,-0.064068153777584
"38",5.5649236,6.2036471,95.0237492569156,118.343,-0.12498918614152,1.67789266401465,0.122228541032948,-0.064068153777584
"39",5.5669996,6.2340671,103.067427205032,118.343,-0.11767168145529,1.71130594790136,0.444797448227021,-0.064068153777584
"40",5.5671304,6.2902678,134.228,118.343,-0.117210636362343,1.77303671528242,1.69440390672119,-0.064068153777584
"41",5.5655217,5.02575055173183,134.228,118.343,-0.122880997532256,0.384092803513002,1.69440390672119,-0.064068153777584
"42",5.5530493,4.5443389749751,134.228,118.343,-0.166843832526736,-0.144688974281901,1.69440390672119,-0.064068153777584
"43",5.5296993,4.5443389749751,134.228,118.343,-0.249148136198931,-0.144688974281901,1.69440390672119,-0.064068153777584
"44",5.5026979,4.5443389749751,134.228,121.608596240307,-0.344322929568284,-0.144688974281901,1.69440390672119,0.075369213755019
"45",5.47927,4.5443389749751,134.228,123.366994215857,-0.426901815906695,-0.144688974281901,1.69440390672119,0.150450873195651
"46",5.4621396,4.5443389749751,134.228,123.366994215857,-0.487283213920661,-0.144688974281901,1.69440390672119,0.150450873195651
"47",5.4516841,4.5443389749751,124.12592,123.366994215857,-0.524136860475035,-0.144688974281901,1.28928861903741,0.150450873195651
"48",5.4497239,4.5443389749751,71.09,123.366994215857,-0.531046192212005,-0.144688974281901,-0.837566641302466,0.150450873195651
"49",5.4545773,4.5443389749751,71.09,123.366994215857,-0.513938881400757,-0.144688974281901,-0.837566641302466,0.150450873195651
"50",5.4639003,4.5443389749751,71.09,123.366994215857,-0.481077081694726,-0.144688974281901,-0.837566641302466,0.150450873195651
